  0%|          | 0/6057 [00:00<?, ?it/s]/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                    
{'loss': 0.699, 'grad_norm': 23.94658660888672, 'learning_rate': 5.9445178335535e-09, 'rewards/chosen': -0.0015499114524573088, 'rewards/rejected': 0.009106445126235485, 'rewards/accuracies': 0.3083333373069763, 'rewards/margins': -0.01061401329934597, 'logps/chosen': -452.70001220703125, 'logps/rejected': -296.0, 'logits/chosen': -6.125, 'logits/rejected': -6.234375, 'epoch': 0.0}
{'loss': 0.6891, 'grad_norm': 40.2137451171875, 'learning_rate': 7.85997357992074e-08, 'rewards/chosen': 0.0491485595703125, 'rewards/rejected': 0.01132125873118639, 'rewards/accuracies': 0.36666667461395264, 'rewards/margins': 0.03798675537109375, 'logps/chosen': -387.3500061035156, 'logps/rejected': -187.85000610351562, 'logits/chosen': -6.146874904632568, 'logits/rejected': -6.474999904632568, 'epoch': 0.06}
{'loss': 0.6649, 'grad_norm': 22.8619384765625, 'learning_rate': 8.520475561426684e-08, 'rewards/chosen': 0.10881347954273224, 'rewards/rejected': -0.0012479141587391496, 'rewards/accuracies': 0.4666667580604553, 'rewards/margins': 0.11009521782398224, 'logps/chosen': -402.29998779296875, 'logps/rejected': -194.0749969482422, 'logits/chosen': -6.228125095367432, 'logits/rejected': -6.550000190734863, 'epoch': 0.06}
{'loss': 0.6837, 'grad_norm': 31.97428321838379, 'learning_rate': 9.180977542932629e-08, 'rewards/chosen': 0.009358215145766735, 'rewards/rejected': -0.0064910887740552425, 'rewards/accuracies': 0.5083333253860474, 'rewards/margins': 0.01582488976418972, 'logps/chosen': -102.875, 'logps/rejected': -74.0999984741211, 'logits/chosen': -6.525000095367432, 'logits/rejected': -6.6875, 'epoch': 0.07}
{'loss': 0.6779, 'grad_norm': 303.1722717285156, 'learning_rate': 9.841479524438573e-08, 'rewards/chosen': 0.17036285996437073, 'rewards/rejected': 0.03828735277056694, 'rewards/accuracies': 0.40833336114883423, 'rewards/margins': 0.13223838806152344, 'logps/chosen': -427.0, 'logps/rejected': -192.89999389648438, 'logits/chosen': -6.040625095367432, 'logits/rejected': -6.665625095367432, 'epoch': 0.07}
{'loss': 0.6645, 'grad_norm': 29.966684341430664, 'learning_rate': 1.0501981505944517e-07, 'rewards/chosen': 0.17374572157859802, 'rewards/rejected': 0.03077850304543972, 'rewards/accuracies': 0.5083333849906921, 'rewards/margins': 0.14291076362133026, 'logps/chosen': -372.0, 'logps/rejected': -121.75, 'logits/chosen': -6.190625190734863, 'logits/rejected': -6.706250190734863, 'epoch': 0.08}
{'loss': 0.6486, 'grad_norm': 29.459407806396484, 'learning_rate': 1.1162483487450462e-07, 'rewards/chosen': 0.26379698514938354, 'rewards/rejected': -0.02689361572265625, 'rewards/accuracies': 0.5500000715255737, 'rewards/margins': 0.2903610169887543, 'logps/chosen': -404.54998779296875, 'logps/rejected': -283.1000061035156, 'logits/chosen': -6.050000190734863, 'logits/rejected': -6.331250190734863, 'epoch': 0.08}
{'loss': 0.6708, 'grad_norm': 32.24136734008789, 'learning_rate': 1.1822985468956406e-07, 'rewards/chosen': 0.19376221299171448, 'rewards/rejected': 0.05720825120806694, 'rewards/accuracies': 0.5583333373069763, 'rewards/margins': 0.13653564453125, 'logps/chosen': -250.375, 'logps/rejected': -133.33749389648438, 'logits/chosen': -6.449999809265137, 'logits/rejected': -6.762499809265137, 'epoch': 0.09}
{'loss': 0.6471, 'grad_norm': 24.246387481689453, 'learning_rate': 1.248348745046235e-07, 'rewards/chosen': 0.2991394102573395, 'rewards/rejected': 0.04218444973230362, 'rewards/accuracies': 0.574999988079071, 'rewards/margins': 0.25676268339157104, 'logps/chosen': -404.8999938964844, 'logps/rejected': -209.75, 'logits/chosen': -6.237500190734863, 'logits/rejected': -6.659375190734863, 'epoch': 0.09}
{'loss': 0.6603, 'grad_norm': 19.362407684326172, 'learning_rate': 1.3143989431968294e-07, 'rewards/chosen': 0.22438964247703552, 'rewards/rejected': 0.0027740478981286287, 'rewards/accuracies': 0.5916666984558105, 'rewards/margins': 0.22187194228172302, 'logps/chosen': -274.6499938964844, 'logps/rejected': -121.6500015258789, 'logits/chosen': -6.434374809265137, 'logits/rejected': -6.625, 'epoch': 0.1}
{'loss': 0.6672, 'grad_norm': 19.860368728637695, 'learning_rate': 1.380449141347424e-07, 'rewards/chosen': 0.236114501953125, 'rewards/rejected': 0.025107193738222122, 'rewards/accuracies': 0.6166666746139526, 'rewards/margins': 0.210459902882576, 'logps/chosen': -248.9499969482422, 'logps/rejected': -120.17500305175781, 'logits/chosen': -6.256249904632568, 'logits/rejected': -6.596875190734863, 'epoch': 0.1}
{'loss': 0.6458, 'grad_norm': 29.065895080566406, 'learning_rate': 1.4464993394980185e-07, 'rewards/chosen': 0.3694824278354645, 'rewards/rejected': 0.08473511040210724, 'rewards/accuracies': 0.6333333849906921, 'rewards/margins': 0.28496092557907104, 'logps/chosen': -323.5, 'logps/rejected': -176.5749969482422, 'logits/chosen': -6.206250190734863, 'logits/rejected': -6.762499809265137, 'epoch': 0.11}
{'loss': 0.6149, 'grad_norm': 45.93478012084961, 'learning_rate': 1.5125495376486128e-07, 'rewards/chosen': 0.798999011516571, 'rewards/rejected': 0.06524963676929474, 'rewards/accuracies': 0.7166666984558105, 'rewards/margins': 0.7328857183456421, 'logps/chosen': -564.5999755859375, 'logps/rejected': -262.8999938964844, 'logits/chosen': -5.771874904632568, 'logits/rejected': -6.5, 'epoch': 0.11}
{'loss': 0.6507, 'grad_norm': 21.61772346496582, 'learning_rate': 1.5785997357992073e-07, 'rewards/chosen': 0.37507325410842896, 'rewards/rejected': 0.03684425354003906, 'rewards/accuracies': 0.6416666507720947, 'rewards/margins': 0.33784180879592896, 'logps/chosen': -238.89999389648438, 'logps/rejected': -169.14999389648438, 'logits/chosen': -6.403124809265137, 'logits/rejected': -6.53125, 'epoch': 0.12}
{'loss': 0.6439, 'grad_norm': 27.699243545532227, 'learning_rate': 1.6446499339498018e-07, 'rewards/chosen': 0.547167956829071, 'rewards/rejected': 0.17098693549633026, 'rewards/accuracies': 0.6749999523162842, 'rewards/margins': 0.3770725131034851, 'logps/chosen': -359.8500061035156, 'logps/rejected': -188.25, 'logits/chosen': -6.224999904632568, 'logits/rejected': -6.528124809265137, 'epoch': 0.12}
{'loss': 0.6529, 'grad_norm': 26.70433807373047, 'learning_rate': 1.710700132100396e-07, 'rewards/chosen': 0.21088866889476776, 'rewards/rejected': 0.05268554762005806, 'rewards/accuracies': 0.7250000238418579, 'rewards/margins': 0.15836791694164276, 'logps/chosen': -148.5, 'logps/rejected': -101.2750015258789, 'logits/chosen': -6.393750190734863, 'logits/rejected': -6.837500095367432, 'epoch': 0.13}
{'loss': 0.6369, 'grad_norm': 28.417678833007812, 'learning_rate': 1.7767503302509906e-07, 'rewards/chosen': 0.63525390625, 'rewards/rejected': 0.20029297471046448, 'rewards/accuracies': 0.6916667222976685, 'rewards/margins': 0.43400269746780396, 'logps/chosen': -402.25, 'logps/rejected': -283.04998779296875, 'logits/chosen': -6.118750095367432, 'logits/rejected': -6.40625, 'epoch': 0.13}
{'loss': 0.6248, 'grad_norm': 22.767108917236328, 'learning_rate': 1.8428005284015852e-07, 'rewards/chosen': 0.617968738079071, 'rewards/rejected': 0.09186248481273651, 'rewards/accuracies': 0.7166666984558105, 'rewards/margins': 0.5255401730537415, 'logps/chosen': -342.1499938964844, 'logps/rejected': -211.39999389648438, 'logits/chosen': -6.078125, 'logits/rejected': -6.465624809265137, 'epoch': 0.14}
{'loss': 0.6257, 'grad_norm': 29.83062744140625, 'learning_rate': 1.9088507265521794e-07, 'rewards/chosen': 0.7523437738418579, 'rewards/rejected': 0.16802978515625, 'rewards/accuracies': 0.6833333969116211, 'rewards/margins': 0.584271252155304, 'logps/chosen': -394.70001220703125, 'logps/rejected': -213.10000610351562, 'logits/chosen': -6.09375, 'logits/rejected': -6.550000190734863, 'epoch': 0.14}
{'loss': 0.6384, 'grad_norm': 38.22197723388672, 'learning_rate': 1.974900924702774e-07, 'rewards/chosen': 0.7567383050918579, 'rewards/rejected': 0.143157958984375, 'rewards/accuracies': 0.73333340883255, 'rewards/margins': 0.6143554449081421, 'logps/chosen': -438.125, 'logps/rejected': -218.9250030517578, 'logits/chosen': -6.078125, 'logits/rejected': -6.268750190734863, 'epoch': 0.15}
{'loss': 0.6138, 'grad_norm': 24.609094619750977, 'learning_rate': 2.0409511228533685e-07, 'rewards/chosen': 0.5708984136581421, 'rewards/rejected': 0.08560790866613388, 'rewards/accuracies': 0.7416666746139526, 'rewards/margins': 0.48572081327438354, 'logps/chosen': -276.54998779296875, 'logps/rejected': -152.0500030517578, 'logits/chosen': -6.315625190734863, 'logits/rejected': -6.528124809265137, 'epoch': 0.15}
{'loss': 0.5773, 'grad_norm': 21.27412986755371, 'learning_rate': 2.107001321003963e-07, 'rewards/chosen': 0.721972644329071, 'rewards/rejected': 0.06196289137005806, 'rewards/accuracies': 0.7666667103767395, 'rewards/margins': 0.6597656011581421, 'logps/chosen': -346.70001220703125, 'logps/rejected': -162.97500610351562, 'logits/chosen': -6.165625095367432, 'logits/rejected': -6.340624809265137, 'epoch': 0.16}
{'loss': 0.6124, 'grad_norm': 77.08677673339844, 'learning_rate': 2.1730515191545573e-07, 'rewards/chosen': 1.1132080554962158, 'rewards/rejected': 0.20185546576976776, 'rewards/accuracies': 0.7416666746139526, 'rewards/margins': 0.9090210199356079, 'logps/chosen': -452.54998779296875, 'logps/rejected': -185.60000610351562, 'logits/chosen': -5.984375, 'logits/rejected': -6.140625, 'epoch': 0.16}
{'loss': 0.596, 'grad_norm': 25.967077255249023, 'learning_rate': 2.2391017173051518e-07, 'rewards/chosen': 0.43779295682907104, 'rewards/rejected': 0.04440002515912056, 'rewards/accuracies': 0.7416666746139526, 'rewards/margins': 0.3934570252895355, 'logps/chosen': -171.85000610351562, 'logps/rejected': -112.0999984741211, 'logits/chosen': -6.362500190734863, 'logits/rejected': -6.574999809265137, 'epoch': 0.17}
{'loss': 0.6034, 'grad_norm': 30.987958908081055, 'learning_rate': 2.3051519154557464e-07, 'rewards/chosen': 0.724902331829071, 'rewards/rejected': 0.15141601860523224, 'rewards/accuracies': 0.7250000238418579, 'rewards/margins': 0.574999988079071, 'logps/chosen': -289.3500061035156, 'logps/rejected': -151.22500610351562, 'logits/chosen': -6.265625, 'logits/rejected': -6.474999904632568, 'epoch': 0.17}
{'loss': 0.5512, 'grad_norm': 27.007993698120117, 'learning_rate': 2.3712021136063406e-07, 'rewards/chosen': 1.325781226158142, 'rewards/rejected': 0.2624755799770355, 'rewards/accuracies': 0.800000011920929, 'rewards/margins': 1.0618164539337158, 'logps/chosen': -481.6000061035156, 'logps/rejected': -261.70001220703125, 'logits/chosen': -6.221875190734863, 'logits/rejected': -6.309374809265137, 'epoch': 0.18}
{'loss': 0.554, 'grad_norm': 18.818634033203125, 'learning_rate': 2.437252311756935e-07, 'rewards/chosen': 1.3341796398162842, 'rewards/rejected': 0.193115234375, 'rewards/accuracies': 0.8166667222976685, 'rewards/margins': 1.140527367591858, 'logps/chosen': -442.0249938964844, 'logps/rejected': -176.75, 'logits/chosen': -6.146874904632568, 'logits/rejected': -6.365624904632568, 'epoch': 0.18}
{'loss': 0.5635, 'grad_norm': 45.052188873291016, 'learning_rate': 2.5033025099075294e-07, 'rewards/chosen': 1.0908203125, 'rewards/rejected': 0.2870422303676605, 'rewards/accuracies': 0.7583333253860474, 'rewards/margins': 0.80224609375, 'logps/chosen': -342.25, 'logps/rejected': -213.60000610351562, 'logits/chosen': -6.275000095367432, 'logits/rejected': -6.625, 'epoch': 0.19}
{'loss': 0.5534, 'grad_norm': 23.452373504638672, 'learning_rate': 2.569352708058124e-07, 'rewards/chosen': 0.991015613079071, 'rewards/rejected': 0.18372192978858948, 'rewards/accuracies': 0.7916666865348816, 'rewards/margins': 0.808789074420929, 'logps/chosen': -299.5, 'logps/rejected': -160.64999389648438, 'logits/chosen': -6.125, 'logits/rejected': -6.362500190734863, 'epoch': 0.19}
{'loss': 0.6159, 'grad_norm': 33.555179595947266, 'learning_rate': 2.6354029062087185e-07, 'rewards/chosen': 0.8661133050918579, 'rewards/rejected': 0.27351683378219604, 'rewards/accuracies': 0.73333340883255, 'rewards/margins': 0.592529296875, 'logps/chosen': -282.79998779296875, 'logps/rejected': -170.97500610351562, 'logits/chosen': -6.193749904632568, 'logits/rejected': -6.353125095367432, 'epoch': 0.2}
{'loss': 0.577, 'grad_norm': 22.763259887695312, 'learning_rate': 2.7014531043593133e-07, 'rewards/chosen': 1.7644531726837158, 'rewards/rejected': 0.51171875, 'rewards/accuracies': 0.7500000596046448, 'rewards/margins': 1.25390625, 'logps/chosen': -477.95001220703125, 'logps/rejected': -296.45001220703125, 'logits/chosen': -6.096875190734863, 'logits/rejected': -5.90625, 'epoch': 0.2}
{'loss': 0.5262, 'grad_norm': 13.068020820617676, 'learning_rate': 2.7675033025099076e-07, 'rewards/chosen': 1.419531226158142, 'rewards/rejected': 0.192138671875, 'rewards/accuracies': 0.8333333134651184, 'rewards/margins': 1.22802734375, 'logps/chosen': -398.95001220703125, 'logps/rejected': -195.9499969482422, 'logits/chosen': -6.243750095367432, 'logits/rejected': -6.650000095367432, 'epoch': 0.21}
{'loss': 0.5821, 'grad_norm': 38.52648162841797, 'learning_rate': 2.833553500660502e-07, 'rewards/chosen': 0.4925781190395355, 'rewards/rejected': 0.02139892615377903, 'rewards/accuracies': 0.7583333253860474, 'rewards/margins': 0.471435546875, 'logps/chosen': -152.77499389648438, 'logps/rejected': -110.9000015258789, 'logits/chosen': -6.359375, 'logits/rejected': -6.474999904632568, 'epoch': 0.21}
{'loss': 0.5746, 'grad_norm': 25.161846160888672, 'learning_rate': 2.899603698811096e-07, 'rewards/chosen': 0.8189972043037415, 'rewards/rejected': 0.109344482421875, 'rewards/accuracies': 0.6916667222976685, 'rewards/margins': 0.7100585699081421, 'logps/chosen': -261.45001220703125, 'logps/rejected': -162.3000030517578, 'logits/chosen': -6.459374904632568, 'logits/rejected': -6.356249809265137, 'epoch': 0.22}
{'loss': 0.5095, 'grad_norm': 17.749849319458008, 'learning_rate': 2.965653896961691e-07, 'rewards/chosen': 0.40654295682907104, 'rewards/rejected': -0.13266602158546448, 'rewards/accuracies': 0.8083333969116211, 'rewards/margins': 0.5391601324081421, 'logps/chosen': -102.07499694824219, 'logps/rejected': -57.349998474121094, 'logits/chosen': -6.618750095367432, 'logits/rejected': -6.643750190734863, 'epoch': 0.22}
{'loss': 0.5307, 'grad_norm': 18.369380950927734, 'learning_rate': 3.031704095112285e-07, 'rewards/chosen': 1.4309570789337158, 'rewards/rejected': 0.38494873046875, 'rewards/accuracies': 0.7749999761581421, 'rewards/margins': 1.044958472251892, 'logps/chosen': -361.3999938964844, 'logps/rejected': -244.47500610351562, 'logits/chosen': -6.090624809265137, 'logits/rejected': -6.493750095367432, 'epoch': 0.23}
{'loss': 0.5326, 'grad_norm': 17.260360717773438, 'learning_rate': 3.09775429326288e-07, 'rewards/chosen': 1.3849608898162842, 'rewards/rejected': 0.10517577826976776, 'rewards/accuracies': 0.7916666269302368, 'rewards/margins': 1.2802734375, 'logps/chosen': -359.0, 'logps/rejected': -151.77499389648438, 'logits/chosen': -6.334374904632568, 'logits/rejected': -6.181250095367432, 'epoch': 0.23}
{'loss': 0.4866, 'grad_norm': 24.921592712402344, 'learning_rate': 3.163804491413474e-07, 'rewards/chosen': 1.480859398841858, 'rewards/rejected': 0.15822753310203552, 'rewards/accuracies': 0.8083333969116211, 'rewards/margins': 1.320703148841858, 'logps/chosen': -344.5, 'logps/rejected': -183.875, 'logits/chosen': -6.390625, 'logits/rejected': -6.478125095367432, 'epoch': 0.24}
{'loss': 0.5169, 'grad_norm': 29.261934280395508, 'learning_rate': 3.229854689564069e-07, 'rewards/chosen': 1.632421851158142, 'rewards/rejected': 0.26875001192092896, 'rewards/accuracies': 0.8416666984558105, 'rewards/margins': 1.362695336341858, 'logps/chosen': -411.3500061035156, 'logps/rejected': -233.5749969482422, 'logits/chosen': -6.375, 'logits/rejected': -6.512499809265137, 'epoch': 0.24}
{'loss': 0.4863, 'grad_norm': 37.5606689453125, 'learning_rate': 3.295904887714663e-07, 'rewards/chosen': 1.4221680164337158, 'rewards/rejected': 0.10917969048023224, 'rewards/accuracies': 0.824999988079071, 'rewards/margins': 1.3125, 'logps/chosen': -350.25, 'logps/rejected': -175.77499389648438, 'logits/chosen': -6.481249809265137, 'logits/rejected': -6.5625, 'epoch': 0.25}
  warnings.warn(                               
{'eval_loss': 0.40190792083740234, 'eval_runtime': 99.8069, 'eval_samples_per_second': 9.548, 'eval_steps_per_second': 0.802, 'eval_rewards/chosen': 1.4644958972930908, 'eval_rewards/rejected': 0.07487793266773224, 'eval_rewards/accuracies': 0.9091668128967285, 'eval_rewards/margins': 1.389801025390625, 'eval_logps/chosen': -363.1625061035156, 'eval_logps/rejected': -151.25936889648438, 'eval_logits/chosen': -6.174609184265137, 'eval_logits/rejected': -6.887109279632568, 'epoch': 0.25}
                                                     
{'loss': 0.5062, 'grad_norm': 19.253162384033203, 'learning_rate': 3.3619550858652576e-07, 'rewards/chosen': 0.9478515386581421, 'rewards/rejected': 0.09550170600414276, 'rewards/accuracies': 0.7333333492279053, 'rewards/margins': 0.849609375, 'logps/chosen': -222.375, 'logps/rejected': -165.8000030517578, 'logits/chosen': -6.5, 'logits/rejected': -6.599999904632568, 'epoch': 0.25}
{'loss': 0.4901, 'grad_norm': 21.13414192199707, 'learning_rate': 3.428005284015852e-07, 'rewards/chosen': 1.84814453125, 'rewards/rejected': 0.15944823622703552, 'rewards/accuracies': 0.7833333015441895, 'rewards/margins': 1.6891601085662842, 'logps/chosen': -399.125, 'logps/rejected': -182.375, 'logits/chosen': -6.337500095367432, 'logits/rejected': -6.378125190734863, 'epoch': 0.26}
{'loss': 0.4351, 'grad_norm': 21.19928741455078, 'learning_rate': 3.4940554821664466e-07, 'rewards/chosen': 1.259179711341858, 'rewards/rejected': -0.12294922024011612, 'rewards/accuracies': 0.8500000238418579, 'rewards/margins': 1.382421851158142, 'logps/chosen': -272.20001220703125, 'logps/rejected': -150.39999389648438, 'logits/chosen': -6.515625, 'logits/rejected': -6.681250095367432, 'epoch': 0.26}
{'loss': 0.4625, 'grad_norm': 18.548580169677734, 'learning_rate': 3.560105680317041e-07, 'rewards/chosen': 1.4005858898162842, 'rewards/rejected': -0.08503417670726776, 'rewards/accuracies': 0.8333333134651184, 'rewards/margins': 1.486718773841858, 'logps/chosen': -309.3999938964844, 'logps/rejected': -201.5, 'logits/chosen': -6.449999809265137, 'logits/rejected': -6.428124904632568, 'epoch': 0.27}
{'loss': 0.4682, 'grad_norm': 24.54352378845215, 'learning_rate': 3.6261558784676357e-07, 'rewards/chosen': 0.6021484136581421, 'rewards/rejected': -0.31855469942092896, 'rewards/accuracies': 0.800000011920929, 'rewards/margins': 0.921093761920929, 'logps/chosen': -133.125, 'logps/rejected': -80.80000305175781, 'logits/chosen': -6.668749809265137, 'logits/rejected': -6.806250095367432, 'epoch': 0.27}
{'loss': 0.482, 'grad_norm': 30.340059280395508, 'learning_rate': 3.6922060766182294e-07, 'rewards/chosen': 1.294824242591858, 'rewards/rejected': -0.18339844048023224, 'rewards/accuracies': 0.7916667461395264, 'rewards/margins': 1.48046875, 'logps/chosen': -273.1499938964844, 'logps/rejected': -160.4499969482422, 'logits/chosen': -6.5625, 'logits/rejected': -6.543749809265137, 'epoch': 0.28}
{'loss': 0.4513, 'grad_norm': 19.712047576904297, 'learning_rate': 3.758256274768824e-07, 'rewards/chosen': 1.4021484851837158, 'rewards/rejected': -0.1550445556640625, 'rewards/accuracies': 0.8000000715255737, 'rewards/margins': 1.5593750476837158, 'logps/chosen': -316.54998779296875, 'logps/rejected': -132.64999389648438, 'logits/chosen': -6.471875190734863, 'logits/rejected': -6.621874809265137, 'epoch': 0.28}
{'loss': 0.5313, 'grad_norm': 41.19206619262695, 'learning_rate': 3.8243064729194185e-07, 'rewards/chosen': 0.575634777545929, 'rewards/rejected': -0.1502685546875, 'rewards/accuracies': 0.7166667580604553, 'rewards/margins': 0.7258971929550171, 'logps/chosen': -158.9499969482422, 'logps/rejected': -158.14999389648438, 'logits/chosen': -6.809374809265137, 'logits/rejected': -6.53125, 'epoch': 0.29}
{'loss': 0.4221, 'grad_norm': 27.107650756835938, 'learning_rate': 3.8903566710700133e-07, 'rewards/chosen': 1.271582007408142, 'rewards/rejected': -0.316650390625, 'rewards/accuracies': 0.800000011920929, 'rewards/margins': 1.5880858898162842, 'logps/chosen': -262.8500061035156, 'logps/rejected': -143.1999969482422, 'logits/chosen': -6.612500190734863, 'logits/rejected': -6.887499809265137, 'epoch': 0.29}
{'loss': 0.3728, 'grad_norm': 10.58410930633545, 'learning_rate': 3.9564068692206076e-07, 'rewards/chosen': 1.7628905773162842, 'rewards/rejected': -0.21059569716453552, 'rewards/accuracies': 0.8500000238418579, 'rewards/margins': 1.9697265625, 'logps/chosen': -363.29998779296875, 'logps/rejected': -195.52499389648438, 'logits/chosen': -6.650000095367432, 'logits/rejected': -6.578125, 'epoch': 0.3}
{'loss': 0.4125, 'grad_norm': 40.41969680786133, 'learning_rate': 4.0224570673712024e-07, 'rewards/chosen': 2.40313720703125, 'rewards/rejected': 0.09370116889476776, 'rewards/accuracies': 0.8083332777023315, 'rewards/margins': 2.313281297683716, 'logps/chosen': -493.125, 'logps/rejected': -283.45001220703125, 'logits/chosen': -6.581250190734863, 'logits/rejected': -6.540625095367432, 'epoch': 0.3}
{'loss': 0.4859, 'grad_norm': 27.268970489501953, 'learning_rate': 4.088507265521796e-07, 'rewards/chosen': 1.31201171875, 'rewards/rejected': -0.31883543729782104, 'rewards/accuracies': 0.800000011920929, 'rewards/margins': 1.6300780773162842, 'logps/chosen': -318.3500061035156, 'logps/rejected': -170.1999969482422, 'logits/chosen': -6.662499904632568, 'logits/rejected': -6.684374809265137, 'epoch': 0.31}
{'loss': 0.34, 'grad_norm': 30.247156143188477, 'learning_rate': 4.154557463672391e-07, 'rewards/chosen': 1.2576172351837158, 'rewards/rejected': -0.804394543170929, 'rewards/accuracies': 0.8666666746139526, 'rewards/margins': 2.061718702316284, 'logps/chosen': -266.8500061035156, 'logps/rejected': -134.89999389648438, 'logits/chosen': -6.90625, 'logits/rejected': -6.628125190734863, 'epoch': 0.31}
{'loss': 0.3853, 'grad_norm': 13.481146812438965, 'learning_rate': 4.220607661822985e-07, 'rewards/chosen': 0.9299560785293579, 'rewards/rejected': -0.7374023199081421, 'rewards/accuracies': 0.824999988079071, 'rewards/margins': 1.66796875, 'logps/chosen': -230.9499969482422, 'logps/rejected': -152.02499389648438, 'logits/chosen': -6.871874809265137, 'logits/rejected': -6.784375190734863, 'epoch': 0.32}
