  0%|          | 0/4545 [00:00<?, ?it/s]/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                     
{'loss': 0.7234, 'grad_norm': 32.1220588684082, 'learning_rate': 2.3778071334214e-08, 'rewards/chosen': -0.031621553003787994, 'rewards/rejected': 0.01080932654440403, 'rewards/accuracies': 0.2562499940395355, 'rewards/margins': -0.04250030592083931, 'logps/chosen': -447.79998779296875, 'logps/rejected': -256.3500061035156, 'logits/chosen': -6.065625190734863, 'logits/rejected': -6.171875, 'epoch': 0.01}
{'loss': 0.6172, 'grad_norm': 22.82577133178711, 'learning_rate': 3.143989431968296e-07, 'rewards/chosen': 0.578173816204071, 'rewards/rejected': 0.10340575873851776, 'rewards/accuracies': 0.7875000238418579, 'rewards/margins': 0.4749755859375, 'logps/chosen': -424.70001220703125, 'logps/rejected': -148.5500030517578, 'logits/chosen': -6.074999809265137, 'logits/rejected': -6.59375, 'epoch': 0.08}
{'loss': 0.6256, 'grad_norm': 20.05858612060547, 'learning_rate': 3.4081902245706735e-07, 'rewards/chosen': 0.7218261957168579, 'rewards/rejected': 0.07032966613769531, 'rewards/accuracies': 0.625, 'rewards/margins': 0.65155029296875, 'logps/chosen': -391.79998779296875, 'logps/rejected': -263.1000061035156, 'logits/chosen': -6.099999904632568, 'logits/rejected': -6.300000190734863, 'epoch': 0.09}
{'loss': 0.6118, 'grad_norm': 21.227020263671875, 'learning_rate': 3.6723910171730516e-07, 'rewards/chosen': 0.6357421875, 'rewards/rejected': 0.13545532524585724, 'rewards/accuracies': 0.762499988079071, 'rewards/margins': 0.4999023377895355, 'logps/chosen': -319.45001220703125, 'logps/rejected': -179.5749969482422, 'logits/chosen': -6.359375, 'logits/rejected': -6.681250095367432, 'epoch': 0.09}
{'loss': 0.6098, 'grad_norm': 16.461153030395508, 'learning_rate': 3.936591809775429e-07, 'rewards/chosen': 0.5667968988418579, 'rewards/rejected': 0.05542602390050888, 'rewards/accuracies': 0.762499988079071, 'rewards/margins': 0.5113281011581421, 'logps/chosen': -277.54998779296875, 'logps/rejected': -116.4000015258789, 'logits/chosen': -6.271874904632568, 'logits/rejected': -6.574999809265137, 'epoch': 0.1}
{'loss': 0.6019, 'grad_norm': 41.34400939941406, 'learning_rate': 4.200792602377807e-07, 'rewards/chosen': 0.663769543170929, 'rewards/rejected': 0.13193969428539276, 'rewards/accuracies': 0.731249988079071, 'rewards/margins': 0.53173828125, 'logps/chosen': -288.54998779296875, 'logps/rejected': -158.39999389648438, 'logits/chosen': -6.140625, 'logits/rejected': -6.506249904632568, 'epoch': 0.11}
{'loss': 0.5422, 'grad_norm': 35.871070861816406, 'learning_rate': 4.464993394980185e-07, 'rewards/chosen': 1.1708984375, 'rewards/rejected': 0.13142089545726776, 'rewards/accuracies': 0.8374999761581421, 'rewards/margins': 1.041015625, 'logps/chosen': -452.95001220703125, 'logps/rejected': -204.97500610351562, 'logits/chosen': -5.981249809265137, 'logits/rejected': -6.534375190734863, 'epoch': 0.11}
{'loss': 0.5878, 'grad_norm': 16.84534454345703, 'learning_rate': 4.7291941875825625e-07, 'rewards/chosen': 0.782421886920929, 'rewards/rejected': 0.05985107272863388, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.7232421636581421, 'logps/chosen': -276.95001220703125, 'logps/rejected': -181.1750030517578, 'logits/chosen': -6.259375095367432, 'logits/rejected': -6.428124904632568, 'epoch': 0.12}
{'loss': 0.5716, 'grad_norm': 19.903329849243164, 'learning_rate': 4.99339498018494e-07, 'rewards/chosen': 0.8656250238418579, 'rewards/rejected': 0.15903320908546448, 'rewards/accuracies': 0.737500011920929, 'rewards/margins': 0.706835925579071, 'logps/chosen': -293.5, 'logps/rejected': -154.27499389648438, 'logits/chosen': -6.275000095367432, 'logits/rejected': -6.584374904632568, 'epoch': 0.13}
{'loss': 0.6008, 'grad_norm': 130.2917022705078, 'learning_rate': 5.257595772787318e-07, 'rewards/chosen': 1.0265624523162842, 'rewards/rejected': 0.21047362685203552, 'rewards/accuracies': 0.699999988079071, 'rewards/margins': 0.814990222454071, 'logps/chosen': -346.25, 'logps/rejected': -239.52499389648438, 'logits/chosen': -6.178124904632568, 'logits/rejected': -6.478125095367432, 'epoch': 0.13}
{'loss': 0.54, 'grad_norm': 33.70793151855469, 'learning_rate': 5.521796565389696e-07, 'rewards/chosen': 0.870898425579071, 'rewards/rejected': -0.00979003868997097, 'rewards/accuracies': 0.793749988079071, 'rewards/margins': 0.8804687261581421, 'logps/chosen': -287.45001220703125, 'logps/rejected': -195.14999389648438, 'logits/chosen': -6.324999809265137, 'logits/rejected': -6.481249809265137, 'epoch': 0.14}
{'loss': 0.5516, 'grad_norm': 21.58647346496582, 'learning_rate': 5.785997357992074e-07, 'rewards/chosen': 1.015039086341858, 'rewards/rejected': 0.0814208984375, 'rewards/accuracies': 0.768750011920929, 'rewards/margins': 0.935351550579071, 'logps/chosen': -316.25, 'logps/rejected': -181.60000610351562, 'logits/chosen': -6.368750095367432, 'logits/rejected': -6.565625190734863, 'epoch': 0.15}
{'loss': 0.5192, 'grad_norm': 13.89991283416748, 'learning_rate': 6.050198150594451e-07, 'rewards/chosen': 1.474707007408142, 'rewards/rejected': 0.043450165539979935, 'rewards/accuracies': 0.7562500238418579, 'rewards/margins': 1.4318358898162842, 'logps/chosen': -473.75, 'logps/rejected': -243.52499389648438, 'logits/chosen': -6.193749904632568, 'logits/rejected': -6.337500095367432, 'epoch': 0.15}
{'loss': 0.4991, 'grad_norm': 17.100282669067383, 'learning_rate': 6.314398943196829e-07, 'rewards/chosen': 1.005273461341858, 'rewards/rejected': -0.11713866889476776, 'rewards/accuracies': 0.78125, 'rewards/margins': 1.1238281726837158, 'logps/chosen': -288.6499938964844, 'logps/rejected': -138.4250030517578, 'logits/chosen': -6.449999809265137, 'logits/rejected': -6.590624809265137, 'epoch': 0.16}
{'loss': 0.5197, 'grad_norm': 13.807673454284668, 'learning_rate': 6.578599735799207e-07, 'rewards/chosen': 1.4879882335662842, 'rewards/rejected': 0.05148277431726456, 'rewards/accuracies': 0.8062499761581421, 'rewards/margins': 1.4368164539337158, 'logps/chosen': -381.75, 'logps/rejected': -172.0500030517578, 'logits/chosen': -6.324999809265137, 'logits/rejected': -6.365624904632568, 'epoch': 0.17}
{'loss': 0.4904, 'grad_norm': 20.353004455566406, 'learning_rate': 6.842800528401584e-07, 'rewards/chosen': 0.868457019329071, 'rewards/rejected': -0.19980469346046448, 'rewards/accuracies': 0.800000011920929, 'rewards/margins': 1.066796898841858, 'logps/chosen': -203.5500030517578, 'logps/rejected': -107.07499694824219, 'logits/chosen': -6.715624809265137, 'logits/rejected': -6.768750190734863, 'epoch': 0.17}
{'loss': 0.4466, 'grad_norm': 22.621442794799805, 'learning_rate': 7.107001321003963e-07, 'rewards/chosen': 1.9208984375, 'rewards/rejected': 0.21555176377296448, 'rewards/accuracies': 0.8374999761581421, 'rewards/margins': 1.7048828601837158, 'logps/chosen': -445.04998779296875, 'logps/rejected': -257.79998779296875, 'logits/chosen': -6.493750095367432, 'logits/rejected': -6.440625190734863, 'epoch': 0.18}
{'loss': 0.4388, 'grad_norm': 20.773683547973633, 'learning_rate': 7.371202113606341e-07, 'rewards/chosen': 1.915624976158142, 'rewards/rejected': -0.08256836235523224, 'rewards/accuracies': 0.824999988079071, 'rewards/margins': 1.9998047351837158, 'logps/chosen': -373.70001220703125, 'logps/rejected': -172.3249969482422, 'logits/chosen': -6.690625190734863, 'logits/rejected': -6.743750095367432, 'epoch': 0.18}
{'loss': 0.4037, 'grad_norm': 9.697966575622559, 'learning_rate': 7.635402906208718e-07, 'rewards/chosen': 1.8654296398162842, 'rewards/rejected': 0.054773710668087006, 'rewards/accuracies': 0.824999988079071, 'rewards/margins': 1.812109351158142, 'logps/chosen': -360.95001220703125, 'logps/rejected': -227.14999389648438, 'logits/chosen': -6.553124904632568, 'logits/rejected': -6.650000095367432, 'epoch': 0.19}
{'loss': 0.448, 'grad_norm': 24.611696243286133, 'learning_rate': 7.899603698811096e-07, 'rewards/chosen': 1.271582007408142, 'rewards/rejected': -0.250244140625, 'rewards/accuracies': 0.768750011920929, 'rewards/margins': 1.51953125, 'logps/chosen': -271.95001220703125, 'logps/rejected': -152.10000610351562, 'logits/chosen': -6.809374809265137, 'logits/rejected': -6.762499809265137, 'epoch': 0.2}
{'loss': 0.3909, 'grad_norm': 23.13298797607422, 'learning_rate': 8.163804491413474e-07, 'rewards/chosen': 2.5916991233825684, 'rewards/rejected': 0.02290039137005806, 'rewards/accuracies': 0.84375, 'rewards/margins': 2.568359375, 'logps/chosen': -458.04998779296875, 'logps/rejected': -263.375, 'logits/chosen': -6.728125095367432, 'logits/rejected': -6.512499809265137, 'epoch': 0.2}
{'loss': 0.3853, 'grad_norm': 25.39702606201172, 'learning_rate': 8.428005284015852e-07, 'rewards/chosen': 1.274572730064392, 'rewards/rejected': -0.6634765863418579, 'rewards/accuracies': 0.862500011920929, 'rewards/margins': 1.9406249523162842, 'logps/chosen': -278.20001220703125, 'logps/rejected': -175.64999389648438, 'logits/chosen': -7.143750190734863, 'logits/rejected': -7.109375, 'epoch': 0.21}
{'loss': 0.4091, 'grad_norm': 17.127994537353516, 'learning_rate': 8.692206076618229e-07, 'rewards/chosen': 0.917095959186554, 'rewards/rejected': -0.763867199420929, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.6798827648162842, 'logps/chosen': -218.10000610351562, 'logps/rejected': -155.0500030517578, 'logits/chosen': -7.221875190734863, 'logits/rejected': -6.931250095367432, 'epoch': 0.22}
{'loss': 0.3486, 'grad_norm': 21.386062622070312, 'learning_rate': 8.956406869220607e-07, 'rewards/chosen': 0.727063000202179, 'rewards/rejected': -1.201171875, 'rewards/accuracies': 0.831250011920929, 'rewards/margins': 1.9296875, 'logps/chosen': -171.5, 'logps/rejected': -126.67500305175781, 'logits/chosen': -7.409375190734863, 'logits/rejected': -7.175000190734863, 'epoch': 0.22}
{'loss': 0.337, 'grad_norm': 17.569923400878906, 'learning_rate': 9.220607661822985e-07, 'rewards/chosen': 2.096057176589966, 'rewards/rejected': -0.94287109375, 'rewards/accuracies': 0.831250011920929, 'rewards/margins': 3.038281202316284, 'logps/chosen': -379.5, 'logps/rejected': -204.0, 'logits/chosen': -7.162499904632568, 'logits/rejected': -6.84375, 'epoch': 0.23}
{'loss': 0.3294, 'grad_norm': 28.4904842376709, 'learning_rate': 9.484808454425363e-07, 'rewards/chosen': 1.7938964366912842, 'rewards/rejected': -1.229394555091858, 'rewards/accuracies': 0.862500011920929, 'rewards/margins': 3.0234375, 'logps/chosen': -313.45001220703125, 'logps/rejected': -184.64999389648438, 'logits/chosen': -7.290625095367432, 'logits/rejected': -6.996874809265137, 'epoch': 0.24}
{'loss': 0.3359, 'grad_norm': 21.32956314086914, 'learning_rate': 9.74900924702774e-07, 'rewards/chosen': 2.9296875, 'rewards/rejected': -1.199804663658142, 'rewards/accuracies': 0.8687499761581421, 'rewards/margins': 4.131249904632568, 'logps/chosen': -464.8500061035156, 'logps/rejected': -256.3999938964844, 'logits/chosen': -7.243750095367432, 'logits/rejected': -7.0, 'epoch': 0.24}
{'loss': 0.3187, 'grad_norm': 10.849260330200195, 'learning_rate': 1.0013210039630118e-06, 'rewards/chosen': 0.9964355230331421, 'rewards/rejected': -1.5421874523162842, 'rewards/accuracies': 0.862500011920929, 'rewards/margins': 2.5406250953674316, 'logps/chosen': -200.14999389648438, 'logps/rejected': -152.125, 'logits/chosen': -7.506249904632568, 'logits/rejected': -7.146874904632568, 'epoch': 0.25}
{'loss': 0.3403, 'grad_norm': 14.809441566467285, 'learning_rate': 1.0277410832232497e-06, 'rewards/chosen': 2.298287868499756, 'rewards/rejected': -1.727636694908142, 'rewards/accuracies': 0.8500000238418579, 'rewards/margins': 4.024609565734863, 'logps/chosen': -355.3500061035156, 'logps/rejected': -208.89999389648438, 'logits/chosen': -7.484375, 'logits/rejected': -7.143750190734863, 'epoch': 0.26}
{'loss': 0.2732, 'grad_norm': 10.548149108886719, 'learning_rate': 1.0541611624834874e-06, 'rewards/chosen': 1.52880859375, 'rewards/rejected': -2.4847655296325684, 'rewards/accuracies': 0.856249988079071, 'rewards/margins': 4.01171875, 'logps/chosen': -288.54998779296875, 'logps/rejected': -191.5, 'logits/chosen': -7.653124809265137, 'logits/rejected': -7.349999904632568, 'epoch': 0.26}
{'loss': 0.2981, 'grad_norm': 14.74892520904541, 'learning_rate': 1.0805812417437253e-06, 'rewards/chosen': 0.7607177495956421, 'rewards/rejected': -2.639843702316284, 'rewards/accuracies': 0.862500011920929, 'rewards/margins': 3.4000000953674316, 'logps/chosen': -192.6999969482422, 'logps/rejected': -154.9499969482422, 'logits/chosen': -7.793749809265137, 'logits/rejected': -7.434374809265137, 'epoch': 0.27}
{'loss': 0.3176, 'grad_norm': 18.809911727905273, 'learning_rate': 1.107001321003963e-06, 'rewards/chosen': 1.3354003429412842, 'rewards/rejected': -2.765625, 'rewards/accuracies': 0.862500011920929, 'rewards/margins': 4.099218845367432, 'logps/chosen': -257.25, 'logps/rejected': -172.1999969482422, 'logits/chosen': -7.734375, 'logits/rejected': -7.375, 'epoch': 0.28}
{'loss': 0.3794, 'grad_norm': 33.644508361816406, 'learning_rate': 1.1334214002642007e-06, 'rewards/chosen': 1.141357421875, 'rewards/rejected': -2.44921875, 'rewards/accuracies': 0.8125, 'rewards/margins': 3.5914063453674316, 'logps/chosen': -272.95001220703125, 'logps/rejected': -145.14999389648438, 'logits/chosen': -7.78125, 'logits/rejected': -7.559374809265137, 'epoch': 0.28}
{'loss': 0.3215, 'grad_norm': 22.97377586364746, 'learning_rate': 1.1598414795244384e-06, 'rewards/chosen': 0.8493286371231079, 'rewards/rejected': -2.658984422683716, 'rewards/accuracies': 0.8062499761581421, 'rewards/margins': 3.5093750953674316, 'logps/chosen': -206.75, 'logps/rejected': -190.9499969482422, 'logits/chosen': -8.0, 'logits/rejected': -7.596875190734863, 'epoch': 0.29}
{'loss': 0.226, 'grad_norm': 8.776082038879395, 'learning_rate': 1.1862615587846764e-06, 'rewards/chosen': 2.040820360183716, 'rewards/rejected': -2.9281249046325684, 'rewards/accuracies': 0.887499988079071, 'rewards/margins': 4.965624809265137, 'logps/chosen': -343.5249938964844, 'logps/rejected': -210.35000610351562, 'logits/chosen': -7.821875095367432, 'logits/rejected': -7.412499904632568, 'epoch': 0.3}
{'loss': 0.2869, 'grad_norm': 35.691165924072266, 'learning_rate': 1.212681638044914e-06, 'rewards/chosen': 3.3511719703674316, 'rewards/rejected': -2.5611329078674316, 'rewards/accuracies': 0.875, 'rewards/margins': 5.912499904632568, 'logps/chosen': -508.20001220703125, 'logps/rejected': -306.0, 'logits/chosen': -7.556250095367432, 'logits/rejected': -7.243750095367432, 'epoch': 0.3}
{'loss': 0.2836, 'grad_norm': 13.70383071899414, 'learning_rate': 1.239101717305152e-06, 'rewards/chosen': 0.650390625, 'rewards/rejected': -4.295312404632568, 'rewards/accuracies': 0.856249988079071, 'rewards/margins': 4.942968845367432, 'logps/chosen': -202.5, 'logps/rejected': -142.9499969482422, 'logits/chosen': -7.946875095367432, 'logits/rejected': -7.321875095367432, 'epoch': 0.31}
{'loss': 0.2414, 'grad_norm': 12.398701667785645, 'learning_rate': 1.2655217965653897e-06, 'rewards/chosen': 0.8764892816543579, 'rewards/rejected': -4.7265625, 'rewards/accuracies': 0.875, 'rewards/margins': 5.606249809265137, 'logps/chosen': -266.3500061035156, 'logps/rejected': -209.10000610351562, 'logits/chosen': -8.009374618530273, 'logits/rejected': -7.59375, 'epoch': 0.32}
{'loss': 0.3013, 'grad_norm': 26.765880584716797, 'learning_rate': 1.2919418758256276e-06, 'rewards/chosen': 0.9100921750068665, 'rewards/rejected': -4.829687595367432, 'rewards/accuracies': 0.8687499761581421, 'rewards/margins': 5.740624904632568, 'logps/chosen': -253.10000610351562, 'logps/rejected': -161.0500030517578, 'logits/chosen': -8.309374809265137, 'logits/rejected': -7.675000190734863, 'epoch': 0.32}
{'loss': 0.2411, 'grad_norm': 34.7933349609375, 'learning_rate': 1.3183619550858651e-06, 'rewards/chosen': 0.634082019329071, 'rewards/rejected': -6.193749904632568, 'rewards/accuracies': 0.9125000238418579, 'rewards/margins': 6.831250190734863, 'logps/chosen': -226.25, 'logps/rejected': -166.35000610351562, 'logits/chosen': -8.393750190734863, 'logits/rejected': -7.840624809265137, 'epoch': 0.33}
  warnings.warn(                               
{'eval_loss': 0.43948182463645935, 'eval_runtime': 106.3474, 'eval_samples_per_second': 8.961, 'eval_steps_per_second': 0.564, 'eval_rewards/chosen': 1.2937769889831543, 'eval_rewards/rejected': -4.818652153015137, 'eval_rewards/accuracies': 0.7993055582046509, 'eval_rewards/margins': 6.1100993156433105, 'eval_logps/chosen': -364.6000061035156, 'eval_logps/rejected': -200.2291717529297, 'eval_logits/chosen': -8.171875, 'eval_logits/rejected': -8.322396278381348, 'epoch': 0.33}
                                                      
{'loss': 0.2822, 'grad_norm': 15.112360000610352, 'learning_rate': 1.344782034346103e-06, 'rewards/chosen': 1.7345702648162842, 'rewards/rejected': -7.3671875, 'rewards/accuracies': 0.862500011920929, 'rewards/margins': 9.109375, 'logps/chosen': -373.3500061035156, 'logps/rejected': -293.95001220703125, 'logits/chosen': -8.240625381469727, 'logits/rejected': -7.740624904632568, 'epoch': 0.34}
{'loss': 0.3026, 'grad_norm': 27.21781349182129, 'learning_rate': 1.3712021136063407e-06, 'rewards/chosen': 0.9390624761581421, 'rewards/rejected': -8.23046875, 'rewards/accuracies': 0.8687499761581421, 'rewards/margins': 9.175000190734863, 'logps/chosen': -289.70001220703125, 'logps/rejected': -217.6999969482422, 'logits/chosen': -8.321874618530273, 'logits/rejected': -7.6875, 'epoch': 0.34}
{'loss': 0.263, 'grad_norm': 28.048479080200195, 'learning_rate': 1.3976221928665787e-06, 'rewards/chosen': 0.5717407464981079, 'rewards/rejected': -7.231249809265137, 'rewards/accuracies': 0.893750011920929, 'rewards/margins': 7.806250095367432, 'logps/chosen': -259.25, 'logps/rejected': -200.89999389648438, 'logits/chosen': -8.125, 'logits/rejected': -7.540625095367432, 'epoch': 0.35}
{'loss': 0.2907, 'grad_norm': 8.563004493713379, 'learning_rate': 1.4240422721268164e-06, 'rewards/chosen': 0.7920898199081421, 'rewards/rejected': -4.653124809265137, 'rewards/accuracies': 0.8812500238418579, 'rewards/margins': 5.443749904632568, 'logps/chosen': -216.9499969482422, 'logps/rejected': -188.6999969482422, 'logits/chosen': -8.131250381469727, 'logits/rejected': -7.559374809265137, 'epoch': 0.36}
{'loss': 0.3334, 'grad_norm': 31.43065643310547, 'learning_rate': 1.4504623513870543e-06, 'rewards/chosen': 1.132421851158142, 'rewards/rejected': -6.131249904632568, 'rewards/accuracies': 0.862500011920929, 'rewards/margins': 7.265625, 'logps/chosen': -325.45001220703125, 'logps/rejected': -246.0500030517578, 'logits/chosen': -7.878125190734863, 'logits/rejected': -7.365624904632568, 'epoch': 0.36}
{'loss': 0.2816, 'grad_norm': 15.26225757598877, 'learning_rate': 1.4768824306472918e-06, 'rewards/chosen': 1.388372778892517, 'rewards/rejected': -6.453125, 'rewards/accuracies': 0.893750011920929, 'rewards/margins': 7.840624809265137, 'logps/chosen': -323.79998779296875, 'logps/rejected': -269.8999938964844, 'logits/chosen': -8.090624809265137, 'logits/rejected': -7.449999809265137, 'epoch': 0.37}
{'loss': 0.2331, 'grad_norm': 10.86473560333252, 'learning_rate': 1.5033025099075297e-06, 'rewards/chosen': 1.125390648841858, 'rewards/rejected': -5.734375, 'rewards/accuracies': 0.893750011920929, 'rewards/margins': 6.854687690734863, 'logps/chosen': -256.8500061035156, 'logps/rejected': -234.60000610351562, 'logits/chosen': -8.528124809265137, 'logits/rejected': -8.03125, 'epoch': 0.38}
{'loss': 0.237, 'grad_norm': 18.626585006713867, 'learning_rate': 1.5297225891677674e-06, 'rewards/chosen': 1.1619141101837158, 'rewards/rejected': -5.998437404632568, 'rewards/accuracies': 0.893750011920929, 'rewards/margins': 7.15625, 'logps/chosen': -301.3500061035156, 'logps/rejected': -242.10000610351562, 'logits/chosen': -8.553125381469727, 'logits/rejected': -7.96875, 'epoch': 0.38}
{'loss': 0.2448, 'grad_norm': 14.224255561828613, 'learning_rate': 1.5561426684280053e-06, 'rewards/chosen': 1.159814476966858, 'rewards/rejected': -7.6796875, 'rewards/accuracies': 0.8812500238418579, 'rewards/margins': 8.826562881469727, 'logps/chosen': -313.0, 'logps/rejected': -276.6000061035156, 'logits/chosen': -8.587499618530273, 'logits/rejected': -8.137499809265137, 'epoch': 0.39}
{'loss': 0.3173, 'grad_norm': 13.118025779724121, 'learning_rate': 1.582562747688243e-06, 'rewards/chosen': 1.073632836341858, 'rewards/rejected': -6.792187690734863, 'rewards/accuracies': 0.875, 'rewards/margins': 7.859375, 'logps/chosen': -295.8999938964844, 'logps/rejected': -257.5, 'logits/chosen': -8.675000190734863, 'logits/rejected': -7.987500190734863, 'epoch': 0.4}
{'loss': 0.2406, 'grad_norm': 11.136154174804688, 'learning_rate': 1.608982826948481e-06, 'rewards/chosen': 2.025195360183716, 'rewards/rejected': -8.081250190734863, 'rewards/accuracies': 0.887499988079071, 'rewards/margins': 10.09375, 'logps/chosen': -363.6000061035156, 'logps/rejected': -267.6499938964844, 'logits/chosen': -8.296875, 'logits/rejected': -7.759375095367432, 'epoch': 0.4}
{'loss': 0.2106, 'grad_norm': 16.112821578979492, 'learning_rate': 1.6354029062087184e-06, 'rewards/chosen': 0.7115753293037415, 'rewards/rejected': -8.732812881469727, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 9.4375, 'logps/chosen': -219.4499969482422, 'logps/rejected': -202.10000610351562, 'logits/chosen': -8.637499809265137, 'logits/rejected': -7.900000095367432, 'epoch': 0.41}
{'loss': 0.1432, 'grad_norm': 7.610009670257568, 'learning_rate': 1.6618229854689564e-06, 'rewards/chosen': 1.084570288658142, 'rewards/rejected': -9.948437690734863, 'rewards/accuracies': 0.956250011920929, 'rewards/margins': 11.032812118530273, 'logps/chosen': -273.29998779296875, 'logps/rejected': -251.6999969482422, 'logits/chosen': -8.5625, 'logits/rejected': -7.909375190734863, 'epoch': 0.42}
{'loss': 0.2303, 'grad_norm': 10.39172649383545, 'learning_rate': 1.688243064729194e-06, 'rewards/chosen': 0.11562500149011612, 'rewards/rejected': -13.96875, 'rewards/accuracies': 0.90625, 'rewards/margins': 14.09375, 'logps/chosen': -200.0, 'logps/rejected': -274.3999938964844, 'logits/chosen': -8.84375, 'logits/rejected': -8.053125381469727, 'epoch': 0.42}
