  0%|          | 0/3276 [00:00<?, ?it/s]`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
                                                    
{'loss': 1.0093, 'grad_norm': 287.3670959472656, 'learning_rate': 3.4356390288593675e-11, 'rewards/chosen': -0.71875, 'rewards/rejected': -0.40771484375, 'rewards/accuracies': 0.4375, 'rewards/margins': -0.3095703125, 'logps/chosen': -1080.0, 'logps/rejected': -1106.0, 'logits/chosen': -4.890625, 'logits/rejected': -5.078125, 'epoch': 0.0}
{'loss': 0.9736, 'grad_norm': 820.0960083007812, 'learning_rate': 4.122766834631241e-10, 'rewards/chosen': -0.998046875, 'rewards/rejected': -1.376953125, 'rewards/accuracies': 0.1875, 'rewards/margins': 0.380859375, 'logps/chosen': -2008.0, 'logps/rejected': -2100.0, 'logits/chosen': -2.8203125, 'logits/rejected': -3.0625, 'epoch': 0.01}
{'loss': 1.6724, 'grad_norm': 1211.2955322265625, 'learning_rate': 4.4663307375171775e-10, 'rewards/chosen': -1.216796875, 'rewards/rejected': -1.23046875, 'rewards/accuracies': 0.3125, 'rewards/margins': 0.017578125, 'logps/chosen': -2584.0, 'logps/rejected': -2480.0, 'logits/chosen': -1.408203125, 'logits/rejected': -2.12890625, 'epoch': 0.01}
{'loss': 0.7925, 'grad_norm': 320.7693176269531, 'learning_rate': 4.809894640403115e-10, 'rewards/chosen': -0.3642578125, 'rewards/rejected': -0.21337890625, 'rewards/accuracies': 0.375, 'rewards/margins': -0.1510009765625, 'logps/chosen': -1172.0, 'logps/rejected': -1024.0, 'logits/chosen': -4.0078125, 'logits/rejected': -4.625, 'epoch': 0.01}
{'loss': 1.3718, 'grad_norm': 1140.4881591796875, 'learning_rate': 5.153458543289052e-10, 'rewards/chosen': -2.205078125, 'rewards/rejected': -1.58984375, 'rewards/accuracies': 0.3125, 'rewards/margins': -0.6103515625, 'logps/chosen': -2252.0, 'logps/rejected': -1800.0, 'logits/chosen': -2.34375, 'logits/rejected': nan, 'epoch': 0.01}
{'loss': 0.9905, 'grad_norm': 379.0499267578125, 'learning_rate': 5.497022446174988e-10, 'rewards/chosen': -1.052734375, 'rewards/rejected': -1.091796875, 'rewards/accuracies': 0.1875, 'rewards/margins': 0.03729248046875, 'logps/chosen': -1286.0, 'logps/rejected': -1362.0, 'logits/chosen': -3.4765625, 'logits/rejected': -3.8359375, 'epoch': 0.01}
{'loss': 0.6499, 'grad_norm': 226.4754180908203, 'learning_rate': 5.840586349060925e-10, 'rewards/chosen': -1.244140625, 'rewards/rejected': -1.287109375, 'rewards/accuracies': 0.4375, 'rewards/margins': 0.0445556640625, 'logps/chosen': -1188.0, 'logps/rejected': -1094.0, 'logits/chosen': -3.921875, 'logits/rejected': -4.953125, 'epoch': 0.02}
{'loss': 1.7202, 'grad_norm': 936.7728271484375, 'learning_rate': 6.184150251946862e-10, 'rewards/chosen': -2.25390625, 'rewards/rejected': -1.111328125, 'rewards/accuracies': 0.3125, 'rewards/margins': -1.138671875, 'logps/chosen': -1592.0, 'logps/rejected': -1128.0, 'logits/chosen': -3.7890625, 'logits/rejected': -4.109375, 'epoch': 0.02}
{'loss': 1.3472, 'grad_norm': 822.7489013671875, 'learning_rate': 6.527714154832799e-10, 'rewards/chosen': -2.375, 'rewards/rejected': -1.5859375, 'rewards/accuracies': 0.125, 'rewards/margins': -0.78515625, 'logps/chosen': -1812.0, 'logps/rejected': -1568.0, 'logits/chosen': -2.125, 'logits/rejected': -2.61328125, 'epoch': 0.02}
{'loss': 1.3618, 'grad_norm': 964.73974609375, 'learning_rate': 6.871278057718736e-10, 'rewards/chosen': -0.6640625, 'rewards/rejected': -0.423828125, 'rewards/accuracies': 0.3125, 'rewards/margins': -0.236328125, 'logps/chosen': -2408.0, 'logps/rejected': -2392.0, 'logits/chosen': nan, 'logits/rejected': -2.13671875, 'epoch': 0.02}
{'loss': 1.2686, 'grad_norm': 856.177978515625, 'learning_rate': 7.214841960604673e-10, 'rewards/chosen': -2.40625, 'rewards/rejected': -2.25, 'rewards/accuracies': 0.1875, 'rewards/margins': -0.1572265625, 'logps/chosen': -2176.0, 'logps/rejected': -1928.0, 'logits/chosen': -1.859375, 'logits/rejected': -2.4609375, 'epoch': 0.02}
{'loss': 1.2661, 'grad_norm': 906.763427734375, 'learning_rate': 7.558405863490609e-10, 'rewards/chosen': -1.560546875, 'rewards/rejected': -1.61328125, 'rewards/accuracies': 0.3125, 'rewards/margins': 0.046875, 'logps/chosen': -2896.0, 'logps/rejected': -2608.0, 'logits/chosen': -2.6484375, 'logits/rejected': -3.203125, 'epoch': 0.02}
{'loss': 0.7483, 'grad_norm': 192.38990783691406, 'learning_rate': 7.901969766376546e-10, 'rewards/chosen': -1.05126953125, 'rewards/rejected': -1.39453125, 'rewards/accuracies': 0.4375, 'rewards/margins': 0.3486328125, 'logps/chosen': -1548.0, 'logps/rejected': -1640.0, 'logits/chosen': -2.921875, 'logits/rejected': -2.578125, 'epoch': 0.02}
{'loss': 1.019, 'grad_norm': 304.6798400878906, 'learning_rate': 8.245533669262482e-10, 'rewards/chosen': -0.6796875, 'rewards/rejected': -0.3648681640625, 'rewards/accuracies': 0.5, 'rewards/margins': -0.31396484375, 'logps/chosen': -814.0, 'logps/rejected': -719.0, 'logits/chosen': -5.578125, 'logits/rejected': -5.15625, 'epoch': 0.02}
{'loss': 1.3928, 'grad_norm': 646.0335693359375, 'learning_rate': 8.58909757214842e-10, 'rewards/chosen': -1.0703125, 'rewards/rejected': -0.794921875, 'rewards/accuracies': 0.3125, 'rewards/margins': -0.27490234375, 'logps/chosen': -2316.0, 'logps/rejected': -1940.0, 'logits/chosen': -2.5625, 'logits/rejected': -3.0859375, 'epoch': 0.02}
{'loss': 1.4871, 'grad_norm': 1373.5595703125, 'learning_rate': 8.932661475034355e-10, 'rewards/chosen': -2.50390625, 'rewards/rejected': -2.0859375, 'rewards/accuracies': 0.125, 'rewards/margins': -0.4140625, 'logps/chosen': -2568.0, 'logps/rejected': -2180.0, 'logits/chosen': -1.25, 'logits/rejected': nan, 'epoch': 0.02}
{'loss': 0.6023, 'grad_norm': 107.73418426513672, 'learning_rate': 9.276225377920292e-10, 'rewards/chosen': -1.24365234375, 'rewards/rejected': -1.758575439453125, 'rewards/accuracies': 0.5, 'rewards/margins': 0.512939453125, 'logps/chosen': -646.25, 'logps/rejected': -680.375, 'logits/chosen': -4.9140625, 'logits/rejected': -4.875, 'epoch': 0.02}
{'loss': 0.6589, 'grad_norm': 405.9132080078125, 'learning_rate': 9.61978928080623e-10, 'rewards/chosen': -0.151611328125, 'rewards/rejected': -0.5615234375, 'rewards/accuracies': 0.3125, 'rewards/margins': 0.41015625, 'logps/chosen': -1458.0, 'logps/rejected': -1150.0, 'logits/chosen': -4.390625, 'logits/rejected': -4.640625, 'epoch': 0.03}
{'loss': 1.1267, 'grad_norm': 442.8828430175781, 'learning_rate': 9.963353183692167e-10, 'rewards/chosen': -1.98046875, 'rewards/rejected': -2.703125, 'rewards/accuracies': 0.3125, 'rewards/margins': 0.7265625, 'logps/chosen': -1776.0, 'logps/rejected': -1576.0, 'logits/chosen': nan, 'logits/rejected': -3.4296875, 'epoch': 0.03}
{'loss': 0.5348, 'grad_norm': 246.24526977539062, 'learning_rate': 1.0306917086578104e-09, 'rewards/chosen': -0.197509765625, 'rewards/rejected': -1.78125, 'rewards/accuracies': 0.5625, 'rewards/margins': 1.58203125, 'logps/chosen': -1392.0, 'logps/rejected': -1632.0, 'logits/chosen': -3.9609375, 'logits/rejected': -4.7265625, 'epoch': 0.03}
{'loss': 1.4893, 'grad_norm': 749.7399291992188, 'learning_rate': 1.0650480989464039e-09, 'rewards/chosen': -1.49609375, 'rewards/rejected': -0.60986328125, 'rewards/accuracies': 0.1875, 'rewards/margins': -0.8828125, 'logps/chosen': -2100.0, 'logps/rejected': -1636.0, 'logits/chosen': -2.828125, 'logits/rejected': nan, 'epoch': 0.03}
{'loss': 0.9724, 'grad_norm': 616.6185302734375, 'learning_rate': 1.0994044892349976e-09, 'rewards/chosen': -0.369140625, 'rewards/rejected': -0.90869140625, 'rewards/accuracies': 0.375, 'rewards/margins': 0.5390625, 'logps/chosen': -2448.0, 'logps/rejected': -2544.0, 'logits/chosen': -2.28125, 'logits/rejected': -2.7578125, 'epoch': 0.03}
{'loss': 2.0088, 'grad_norm': 770.8544921875, 'learning_rate': 1.1337608795235913e-09, 'rewards/chosen': -2.55859375, 'rewards/rejected': -1.142578125, 'rewards/accuracies': 0.0625, 'rewards/margins': -1.412109375, 'logps/chosen': -2360.0, 'logps/rejected': -2312.0, 'logits/chosen': -1.54296875, 'logits/rejected': nan, 'epoch': 0.03}
{'loss': 0.6941, 'grad_norm': 157.9180908203125, 'learning_rate': 1.168117269812185e-09, 'rewards/chosen': -0.543701171875, 'rewards/rejected': -1.302734375, 'rewards/accuracies': 0.5, 'rewards/margins': 0.7578125, 'logps/chosen': -1116.0, 'logps/rejected': -1116.0, 'logits/chosen': -4.703125, 'logits/rejected': -4.375, 'epoch': 0.03}
{'loss': 1.1626, 'grad_norm': 814.1952514648438, 'learning_rate': 1.2024736601007786e-09, 'rewards/chosen': -1.16796875, 'rewards/rejected': -0.6759681701660156, 'rewards/accuracies': 0.25, 'rewards/margins': -0.4921875, 'logps/chosen': -1847.0, 'logps/rejected': -1512.0, 'logits/chosen': -3.10546875, 'logits/rejected': -4.14453125, 'epoch': 0.03}
{'loss': 1.3853, 'grad_norm': 917.2301635742188, 'learning_rate': 1.2368300503893725e-09, 'rewards/chosen': -0.689697265625, 'rewards/rejected': 0.07813262939453125, 'rewards/accuracies': 0.1875, 'rewards/margins': -0.768798828125, 'logps/chosen': -975.25, 'logps/rejected': -620.25, 'logits/chosen': -4.953125, 'logits/rejected': nan, 'epoch': 0.03}
{'loss': 1.3132, 'grad_norm': 769.7259521484375, 'learning_rate': 1.271186440677966e-09, 'rewards/chosen': -1.755859375, 'rewards/rejected': -1.19921875, 'rewards/accuracies': 0.25, 'rewards/margins': -0.5556640625, 'logps/chosen': -1864.0, 'logps/rejected': -1380.0, 'logits/chosen': -2.25390625, 'logits/rejected': nan, 'epoch': 0.03}
{'loss': 1.6116, 'grad_norm': 999.0211181640625, 'learning_rate': 1.3055428309665597e-09, 'rewards/chosen': -1.94921875, 'rewards/rejected': -2.0078125, 'rewards/accuracies': 0.4375, 'rewards/margins': 0.0609130859375, 'logps/chosen': -1764.0, 'logps/rejected': -1740.0, 'logits/chosen': -2.71875, 'logits/rejected': -2.9765625, 'epoch': 0.03}
{'loss': 1.085, 'grad_norm': 226.57481384277344, 'learning_rate': 1.3398992212551535e-09, 'rewards/chosen': -1.79296875, 'rewards/rejected': -1.478515625, 'rewards/accuracies': 0.1875, 'rewards/margins': -0.31396484375, 'logps/chosen': -1128.0, 'logps/rejected': -1136.0, 'logits/chosen': -4.0234375, 'logits/rejected': -3.765625, 'epoch': 0.04}
{'loss': 1.3792, 'grad_norm': 693.1709594726562, 'learning_rate': 1.3742556115437472e-09, 'rewards/chosen': -1.552734375, 'rewards/rejected': -1.123046875, 'rewards/accuracies': 0.25, 'rewards/margins': -0.42694091796875, 'logps/chosen': -1804.0, 'logps/rejected': -1696.0, 'logits/chosen': -3.46875, 'logits/rejected': -3.5078125, 'epoch': 0.04}
{'loss': 0.8079, 'grad_norm': 609.0054931640625, 'learning_rate': 1.4086120018323407e-09, 'rewards/chosen': -1.076171875, 'rewards/rejected': -1.0859375, 'rewards/accuracies': 0.375, 'rewards/margins': 0.01171875, 'logps/chosen': -1136.0, 'logps/rejected': -987.0, 'logits/chosen': -4.0546875, 'logits/rejected': -4.765625, 'epoch': 0.04}
{'loss': 0.6104, 'grad_norm': 189.2936248779297, 'learning_rate': 1.4429683921209346e-09, 'rewards/chosen': -0.900390625, 'rewards/rejected': -1.32421875, 'rewards/accuracies': 0.25, 'rewards/margins': 0.42724609375, 'logps/chosen': -1740.0, 'logps/rejected': -1820.0, 'logits/chosen': -3.0703125, 'logits/rejected': -2.8828125, 'epoch': 0.04}
{'loss': 2.5161, 'grad_norm': 1049.036376953125, 'learning_rate': 1.4773247824095281e-09, 'rewards/chosen': -1.98046875, 'rewards/rejected': -0.27734375, 'rewards/accuracies': 0.25, 'rewards/margins': -1.7021484375, 'logps/chosen': -2082.0, 'logps/rejected': -1674.0, 'logits/chosen': -2.3359375, 'logits/rejected': -3.296875, 'epoch': 0.04}
{'loss': 0.9587, 'grad_norm': 315.0448913574219, 'learning_rate': 1.5116811726981219e-09, 'rewards/chosen': -1.1875, 'rewards/rejected': -1.408203125, 'rewards/accuracies': 0.25, 'rewards/margins': 0.2161865234375, 'logps/chosen': -2480.0, 'logps/rejected': -2320.0, 'logits/chosen': -2.5859375, 'logits/rejected': -2.921875, 'epoch': 0.04}
{'loss': 1.3481, 'grad_norm': 585.1888427734375, 'learning_rate': 1.5460375629867154e-09, 'rewards/chosen': -1.076171875, 'rewards/rejected': -0.44189453125, 'rewards/accuracies': 0.25, 'rewards/margins': -0.634765625, 'logps/chosen': -2160.0, 'logps/rejected': -2104.0, 'logits/chosen': -2.546875, 'logits/rejected': -2.9296875, 'epoch': 0.04}
{'loss': 0.8352, 'grad_norm': 255.1052703857422, 'learning_rate': 1.5803939532753093e-09, 'rewards/chosen': -1.345703125, 'rewards/rejected': -1.50390625, 'rewards/accuracies': 0.375, 'rewards/margins': 0.162109375, 'logps/chosen': -1174.0, 'logps/rejected': -1056.0, 'logits/chosen': -4.78125, 'logits/rejected': -4.875, 'epoch': 0.04}
{'loss': 0.9744, 'grad_norm': 769.8272705078125, 'learning_rate': 1.6147503435639028e-09, 'rewards/chosen': -0.9140625, 'rewards/rejected': -0.798828125, 'rewards/accuracies': 0.3125, 'rewards/margins': -0.11474609375, 'logps/chosen': -1192.0, 'logps/rejected': -752.0, 'logits/chosen': -3.7109375, 'logits/rejected': nan, 'epoch': 0.04}
{'loss': 0.8086, 'grad_norm': 610.2003173828125, 'learning_rate': 1.6491067338524963e-09, 'rewards/chosen': -1.73828125, 'rewards/rejected': -1.62109375, 'rewards/accuracies': 0.125, 'rewards/margins': -0.11865234375, 'logps/chosen': -2284.0, 'logps/rejected': -2004.0, 'logits/chosen': -1.51171875, 'logits/rejected': -2.5078125, 'epoch': 0.04}
{'loss': 1.3333, 'grad_norm': 921.1587524414062, 'learning_rate': 1.6834631241410902e-09, 'rewards/chosen': -1.6015625, 'rewards/rejected': -1.38671875, 'rewards/accuracies': 0.375, 'rewards/margins': -0.2103271484375, 'logps/chosen': -1648.0, 'logps/rejected': -1628.0, 'logits/chosen': -3.0859375, 'logits/rejected': -3.140625, 'epoch': 0.04}
{'loss': 0.8674, 'grad_norm': 342.846435546875, 'learning_rate': 1.717819514429684e-09, 'rewards/chosen': -2.69140625, 'rewards/rejected': -2.9375, 'rewards/accuracies': 0.1875, 'rewards/margins': 0.250244140625, 'logps/chosen': -2196.0, 'logps/rejected': -2408.0, 'logits/chosen': -1.7421875, 'logits/rejected': -2.0234375, 'epoch': 0.05}
{'loss': 2.1005, 'grad_norm': 1762.939697265625, 'learning_rate': 1.7521759047182775e-09, 'rewards/chosen': -1.5546875, 'rewards/rejected': -0.395751953125, 'rewards/accuracies': 0.375, 'rewards/margins': -1.162109375, 'logps/chosen': -2284.0, 'logps/rejected': -1456.0, 'logits/chosen': -3.1171875, 'logits/rejected': nan, 'epoch': 0.05}
{'loss': 0.9773, 'grad_norm': 442.12127685546875, 'learning_rate': 1.786532295006871e-09, 'rewards/chosen': -3.0859375, 'rewards/rejected': -3.15625, 'rewards/accuracies': 0.3125, 'rewards/margins': 0.068359375, 'logps/chosen': -2432.0, 'logps/rejected': -2420.0, 'logits/chosen': -1.6484375, 'logits/rejected': -2.12109375, 'epoch': 0.05}
{'loss': 1.3335, 'grad_norm': 897.74755859375, 'learning_rate': 1.820888685295465e-09, 'rewards/chosen': -2.2109375, 'rewards/rejected': -1.609375, 'rewards/accuracies': 0.25, 'rewards/margins': -0.5986328125, 'logps/chosen': -1896.0, 'logps/rejected': -1720.0, 'logits/chosen': nan, 'logits/rejected': -4.25, 'epoch': 0.05}
{'loss': 1.5581, 'grad_norm': 1045.134765625, 'learning_rate': 1.8552450755840584e-09, 'rewards/chosen': -2.08203125, 'rewards/rejected': -1.17578125, 'rewards/accuracies': 0.3125, 'rewards/margins': -0.900390625, 'logps/chosen': -2020.0, 'logps/rejected': -1692.0, 'logits/chosen': -2.2734375, 'logits/rejected': nan, 'epoch': 0.05}
{'loss': 0.885, 'grad_norm': 254.6708984375, 'learning_rate': 1.889601465872652e-09, 'rewards/chosen': -0.34765625, 'rewards/rejected': -1.224609375, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.876708984375, 'logps/chosen': -1276.0, 'logps/rejected': -1404.0, 'logits/chosen': nan, 'logits/rejected': -3.75, 'epoch': 0.05}
{'loss': 1.5007, 'grad_norm': 1215.1341552734375, 'learning_rate': 1.923957856161246e-09, 'rewards/chosen': -0.90576171875, 'rewards/rejected': -1.0625, 'rewards/accuracies': 0.375, 'rewards/margins': 0.16015625, 'logps/chosen': -1592.0, 'logps/rejected': -1084.0, 'logits/chosen': -2.546875, 'logits/rejected': nan, 'epoch': 0.05}
{'loss': 0.6143, 'grad_norm': 87.14459991455078, 'learning_rate': 1.9583142464498394e-09, 'rewards/chosen': -0.375, 'rewards/rejected': -0.682861328125, 'rewards/accuracies': 0.375, 'rewards/margins': 0.307861328125, 'logps/chosen': -1020.0, 'logps/rejected': -724.0, 'logits/chosen': -4.765625, 'logits/rejected': -5.109375, 'epoch': 0.05}
{'loss': 2.1196, 'grad_norm': 966.1717529296875, 'learning_rate': 1.9926706367384333e-09, 'rewards/chosen': -2.1875, 'rewards/rejected': -0.5888671875, 'rewards/accuracies': 0.0625, 'rewards/margins': -1.6015625, 'logps/chosen': -2552.0, 'logps/rejected': -2328.0, 'logits/chosen': -1.43359375, 'logits/rejected': -1.78515625, 'epoch': 0.05}
{'loss': 1.2412, 'grad_norm': 648.5369873046875, 'learning_rate': 2.0270270270270272e-09, 'rewards/chosen': -1.26953125, 'rewards/rejected': -0.6123046875, 'rewards/accuracies': 0.125, 'rewards/margins': -0.65625, 'logps/chosen': -1276.0, 'logps/rejected': -1176.0, 'logits/chosen': nan, 'logits/rejected': -4.171875, 'epoch': 0.05}
{'loss': 0.8606, 'grad_norm': 566.590576171875, 'learning_rate': 2.0613834173156208e-09, 'rewards/chosen': -1.0156707763671875, 'rewards/rejected': -1.119384765625, 'rewards/accuracies': 0.25, 'rewards/margins': 0.104736328125, 'logps/chosen': -1860.0, 'logps/rejected': -1370.0, 'logits/chosen': -3.578125, 'logits/rejected': -4.0, 'epoch': 0.05}
{'loss': 0.9243, 'grad_norm': 330.5650939941406, 'learning_rate': 2.0957398076042143e-09, 'rewards/chosen': -2.50390625, 'rewards/rejected': -2.90625, 'rewards/accuracies': 0.125, 'rewards/margins': 0.4013671875, 'logps/chosen': -2440.0, 'logps/rejected': -2284.0, 'logits/chosen': -0.6484375, 'logits/rejected': -0.8828125, 'epoch': 0.06}
{'loss': 0.6833, 'grad_norm': 466.34503173828125, 'learning_rate': 2.1300961978928078e-09, 'rewards/chosen': -0.958984375, 'rewards/rejected': -1.107421875, 'rewards/accuracies': 0.25, 'rewards/margins': 0.14666748046875, 'logps/chosen': -1912.0, 'logps/rejected': -1548.0, 'logits/chosen': -3.125, 'logits/rejected': -3.1015625, 'epoch': 0.06}
{'loss': 1.6463, 'grad_norm': 655.5519409179688, 'learning_rate': 2.1644525881814017e-09, 'rewards/chosen': -2.8125, 'rewards/rejected': -2.19140625, 'rewards/accuracies': 0.1875, 'rewards/margins': -0.61328125, 'logps/chosen': -2696.0, 'logps/rejected': -2532.0, 'logits/chosen': -1.33203125, 'logits/rejected': -1.5703125, 'epoch': 0.06}
{'loss': 0.8442, 'grad_norm': 178.4342498779297, 'learning_rate': 2.1988089784699952e-09, 'rewards/chosen': -0.96630859375, 'rewards/rejected': -0.84130859375, 'rewards/accuracies': 0.375, 'rewards/margins': -0.126220703125, 'logps/chosen': -940.0, 'logps/rejected': -920.0, 'logits/chosen': -4.28125, 'logits/rejected': -4.5234375, 'epoch': 0.06}
{'loss': 1.6477, 'grad_norm': 784.3306274414062, 'learning_rate': 2.2331653687585887e-09, 'rewards/chosen': -3.234375, 'rewards/rejected': -2.5078125, 'rewards/accuracies': 0.3125, 'rewards/margins': -0.72265625, 'logps/chosen': -2344.0, 'logps/rejected': -2296.0, 'logits/chosen': -1.544921875, 'logits/rejected': -1.984375, 'epoch': 0.06}
{'loss': 2.0442, 'grad_norm': 1923.569091796875, 'learning_rate': 2.2675217590471827e-09, 'rewards/chosen': -2.4453125, 'rewards/rejected': -2.181640625, 'rewards/accuracies': 0.25, 'rewards/margins': -0.26171875, 'logps/chosen': -2912.0, 'logps/rejected': -2240.0, 'logits/chosen': -1.73828125, 'logits/rejected': nan, 'epoch': 0.06}
{'loss': 2.1638, 'grad_norm': 826.312255859375, 'learning_rate': 2.301878149335776e-09, 'rewards/chosen': -2.97265625, 'rewards/rejected': -1.65234375, 'rewards/accuracies': 0.1875, 'rewards/margins': -1.32421875, 'logps/chosen': -1900.0, 'logps/rejected': -1688.0, 'logits/chosen': -3.0, 'logits/rejected': -3.375, 'epoch': 0.06}
{'loss': 1.7852, 'grad_norm': 830.8623657226562, 'learning_rate': 2.33623453962437e-09, 'rewards/chosen': -2.6953125, 'rewards/rejected': -1.4375, 'rewards/accuracies': 0.1875, 'rewards/margins': -1.2578125, 'logps/chosen': -2372.0, 'logps/rejected': -2304.0, 'logits/chosen': -2.3515625, 'logits/rejected': -2.65625, 'epoch': 0.06}
{'loss': 1.719, 'grad_norm': 754.7554931640625, 'learning_rate': 2.3705909299129636e-09, 'rewards/chosen': -1.4111328125, 'rewards/rejected': -0.412109375, 'rewards/accuracies': 0.1875, 'rewards/margins': -0.9990234375, 'logps/chosen': -2060.0, 'logps/rejected': -2200.0, 'logits/chosen': -2.837890625, 'logits/rejected': -3.05859375, 'epoch': 0.06}
{'loss': 1.1614, 'grad_norm': 820.3130493164062, 'learning_rate': 2.404947320201557e-09, 'rewards/chosen': -1.103515625, 'rewards/rejected': -0.875, 'rewards/accuracies': 0.3125, 'rewards/margins': -0.228515625, 'logps/chosen': -1568.0, 'logps/rejected': -1262.0, 'logits/chosen': -3.46875, 'logits/rejected': -4.109375, 'epoch': 0.06}
{'loss': 0.9617, 'grad_norm': 416.13250732421875, 'learning_rate': 2.4393037104901515e-09, 'rewards/chosen': -1.26416015625, 'rewards/rejected': -1.283203125, 'rewards/accuracies': 0.3125, 'rewards/margins': 0.021484375, 'logps/chosen': -1396.0, 'logps/rejected': -1454.0, 'logits/chosen': -3.294921875, 'logits/rejected': -3.72265625, 'epoch': 0.07}
{'loss': 0.6616, 'grad_norm': 187.65150451660156, 'learning_rate': 2.473660100778745e-09, 'rewards/chosen': -1.56640625, 'rewards/rejected': -2.296875, 'rewards/accuracies': 0.25, 'rewards/margins': 0.73046875, 'logps/chosen': -1852.0, 'logps/rejected': -1900.0, 'logits/chosen': -2.484375, 'logits/rejected': -2.578125, 'epoch': 0.07}
{'loss': 1.582, 'grad_norm': 329.16510009765625, 'learning_rate': 2.5080164910673385e-09, 'rewards/chosen': -1.984375, 'rewards/rejected': -0.943359375, 'rewards/accuracies': 0.25, 'rewards/margins': -1.0390625, 'logps/chosen': -1264.0, 'logps/rejected': -1360.0, 'logits/chosen': -3.53125, 'logits/rejected': -3.8125, 'epoch': 0.07}
