  0%|          | 0/1674 [00:00<?, ?it/s]/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
 12%|█▏        | 209/1674 [13:48<1:22:25,  3.38/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
 25%|██▍       | 418/1674 [27:39<1:09:45,  3.33/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
 37%|███▋      | 627/1674 [41:27<1:02:33,  3.59/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
 41%|████      | 690/1674 [45:28<59:36,  3.63s/it]
{'loss': 0.689, 'grad_norm': 35.62937545776367, 'learning_rate': 1.076555023923445e-08, 'rewards/chosen': 0.0020385743118822575, 'rewards/rejected': -0.009241485968232155, 'rewards/accuracies': 0.3583333492279053, 'rewards/margins': 0.011279297061264515, 'logps/chosen': -113.9000015258789, 'logps/rejected': -126.3499984741211, 'logits/chosen': -7.815625190734863, 'logits/rejected': -7.800000190734863, 'epoch': 0.02}
{'loss': 0.6983, 'grad_norm': 65.51432800292969, 'learning_rate': 1.4234449760765548e-07, 'rewards/chosen': -0.006771850399672985, 'rewards/rejected': -0.0009582519414834678, 'rewards/accuracies': 0.4000000059604645, 'rewards/margins': -0.00579147320240736, 'logps/chosen': -150.1999969482422, 'logps/rejected': -163.89999389648438, 'logits/chosen': -7.846875190734863, 'logits/rejected': -7.643750190734863, 'epoch': 0.22}
{'loss': 0.6893, 'grad_norm': 24.36069107055664, 'learning_rate': 1.5430622009569377e-07, 'rewards/chosen': 0.00666046142578125, 'rewards/rejected': -0.00582199078053236, 'rewards/accuracies': 0.48333340883255005, 'rewards/margins': 0.012484741397202015, 'logps/chosen': -142.75, 'logps/rejected': -165.64999389648438, 'logits/chosen': -7.662499904632568, 'logits/rejected': -7.368750095367432, 'epoch': 0.23}
{'loss': 0.7076, 'grad_norm': 35.628719329833984, 'learning_rate': 1.6626794258373206e-07, 'rewards/chosen': 0.00792694091796875, 'rewards/rejected': 0.00972595252096653, 'rewards/accuracies': 0.5083333253860474, 'rewards/margins': -0.0020095824729651213, 'logps/chosen': -150.8000030517578, 'logps/rejected': -184.6999969482422, 'logits/chosen': -7.778124809265137, 'logits/rejected': -7.493750095367432, 'epoch': 0.25}
{'loss': 0.6837, 'grad_norm': 34.61823272705078, 'learning_rate': 1.7822966507177032e-07, 'rewards/chosen': 0.0022262572310864925, 'rewards/rejected': -0.02242889441549778, 'rewards/accuracies': 0.4833333492279053, 'rewards/margins': 0.02473398670554161, 'logps/chosen': -148.39999389648438, 'logps/rejected': -170.75, 'logits/chosen': -7.737500190734863, 'logits/rejected': -7.609375, 'epoch': 0.27}
{'loss': 0.6901, 'grad_norm': 65.35233306884766, 'learning_rate': 1.901913875598086e-07, 'rewards/chosen': -0.01610260084271431, 'rewards/rejected': -0.024839401245117188, 'rewards/accuracies': 0.46666669845581055, 'rewards/margins': 0.008708953857421875, 'logps/chosen': -149.6999969482422, 'logps/rejected': -169.47500610351562, 'logits/chosen': -7.753125190734863, 'logits/rejected': -7.609375, 'epoch': 0.29}
{'loss': 0.6938, 'grad_norm': 36.81425857543945, 'learning_rate': 2.0215311004784688e-07, 'rewards/chosen': -0.02166442945599556, 'rewards/rejected': -0.02121734619140625, 'rewards/accuracies': 0.4000000059604645, 'rewards/margins': -0.0004394531133584678, 'logps/chosen': -103.5, 'logps/rejected': -118.25, 'logits/chosen': -7.800000190734863, 'logits/rejected': -7.762499809265137, 'epoch': 0.3}
{'loss': 0.6772, 'grad_norm': 35.047027587890625, 'learning_rate': 2.1411483253588517e-07, 'rewards/chosen': -0.0049118041060864925, 'rewards/rejected': -0.0391845703125, 'rewards/accuracies': 0.5249999761581421, 'rewards/margins': 0.03436279296875, 'logps/chosen': -113.25, 'logps/rejected': -140.60000610351562, 'logits/chosen': -8.078125, 'logits/rejected': -7.875, 'epoch': 0.32}
{'loss': 0.6712, 'grad_norm': 30.38412857055664, 'learning_rate': 2.2607655502392343e-07, 'rewards/chosen': -0.0019668578170239925, 'rewards/rejected': -0.04990234225988388, 'rewards/accuracies': 0.574999988079071, 'rewards/margins': 0.04793090745806694, 'logps/chosen': -109.55000305175781, 'logps/rejected': -157.6999969482422, 'logits/chosen': -7.856249809265137, 'logits/rejected': -7.618750095367432, 'epoch': 0.34}
{'loss': 0.6836, 'grad_norm': 39.93299865722656, 'learning_rate': 2.380382775119617e-07, 'rewards/chosen': -0.01721496507525444, 'rewards/rejected': -0.04958496242761612, 'rewards/accuracies': 0.5916666984558105, 'rewards/margins': 0.03243102878332138, 'logps/chosen': -139.39999389648438, 'logps/rejected': -176.0500030517578, 'logits/chosen': -7.859375, 'logits/rejected': -7.650000095367432, 'epoch': 0.36}
{'eval_loss': 0.714022159576416, 'eval_runtime': 101.0325, 'eval_samples_per_second': 9.433, 'eval_steps_per_second': 0.792, 'eval_rewards/chosen': 0.01887340471148491, 'eval_rewards/rejected': 0.017614077776670456, 'eval_rewards/accuracies': 0.39375001192092896, 'eval_rewards/margins': 0.00131397251971066, 'eval_logps/chosen': -377.74688720703125, 'eval_logps/rejected': -153.08203125, 'eval_logits/chosen': -7.257421970367432, 'eval_logits/rejected': -8.023046493530273, 'epoch': 0.37}
{'loss': 0.6749, 'grad_norm': 30.6053409576416, 'learning_rate': 2.5e-07, 'rewards/chosen': -0.005060958676040173, 'rewards/rejected': -0.04784546047449112, 'rewards/accuracies': 0.5833333730697632, 'rewards/margins': 0.042724609375, 'logps/chosen': -90.5250015258789, 'logps/rejected': -123.9000015258789, 'logits/chosen': -7.875, 'logits/rejected': -7.746874809265137, 'epoch': 0.38}
{'loss': 0.6811, 'grad_norm': 29.33434295654297, 'learning_rate': 2.6196172248803825e-07, 'rewards/chosen': -0.03822631761431694, 'rewards/rejected': -0.07421875, 'rewards/accuracies': 0.5500000715255737, 'rewards/margins': 0.03612060472369194, 'logps/chosen': -102.5999984741211, 'logps/rejected': -135.77499389648438, 'logits/chosen': -8.046875, 'logits/rejected': -7.765625, 'epoch': 0.39}
{'loss': 0.6768, 'grad_norm': 34.84347152709961, 'learning_rate': 2.7392344497607657e-07, 'rewards/chosen': -0.03357429429888725, 'rewards/rejected': -0.07524414360523224, 'rewards/accuracies': 0.5833333730697632, 'rewards/margins': 0.04161987453699112, 'logps/chosen': -117.30000305175781, 'logps/rejected': -123.75, 'logits/chosen': -7.746874809265137, 'logits/rejected': -7.728125095367432, 'epoch': 0.41}
{'loss': 0.6888, 'grad_norm': 26.680644989013672, 'learning_rate': 2.8588516746411483e-07, 'rewards/chosen': -0.02207641676068306, 'rewards/rejected': -0.05372314527630806, 'rewards/accuracies': 0.6583333015441895, 'rewards/margins': 0.03167724609375, 'logps/chosen': -148.52499389648438, 'logps/rejected': -147.85000610351562, 'logits/chosen': -8.009374618530273, 'logits/rejected': -7.943749904632568, 'epoch': 0.43}
{'loss': 0.6611, 'grad_norm': 29.809085845947266, 'learning_rate': 2.978468899521531e-07, 'rewards/chosen': 0.01339569129049778, 'rewards/rejected': -0.06596679985523224, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.07931213080883026, 'logps/chosen': -212.0500030517578, 'logps/rejected': -230.25, 'logits/chosen': -7.765625, 'logits/rejected': -7.615624904632568, 'epoch': 0.45}
{'loss': 0.6573, 'grad_norm': 33.935546875, 'learning_rate': 3.0980861244019136e-07, 'rewards/chosen': -0.01286926306784153, 'rewards/rejected': -0.09885253757238388, 'rewards/accuracies': 0.699999988079071, 'rewards/margins': 0.08601073920726776, 'logps/chosen': -92.80000305175781, 'logps/rejected': -119.6500015258789, 'logits/chosen': -8.159375190734863, 'logits/rejected': -8.012499809265137, 'epoch': 0.47}
{'loss': 0.6748, 'grad_norm': 37.07242202758789, 'learning_rate': 3.2177033492822963e-07, 'rewards/chosen': -0.04188232496380806, 'rewards/rejected': -0.09724120795726776, 'rewards/accuracies': 0.5750000476837158, 'rewards/margins': 0.05538024753332138, 'logps/chosen': -141.25, 'logps/rejected': -159.0, 'logits/chosen': -7.881249904632568, 'logits/rejected': -7.706250190734863, 'epoch': 0.48}
{'loss': 0.6361, 'grad_norm': 28.039169311523438, 'learning_rate': 3.3373205741626794e-07, 'rewards/chosen': 0.04618682712316513, 'rewards/rejected': -0.11479492485523224, 'rewards/accuracies': 0.7250000238418579, 'rewards/margins': 0.16093750298023224, 'logps/chosen': -163.375, 'logps/rejected': -211.14999389648438, 'logits/chosen': -8.053125381469727, 'logits/rejected': -7.615624904632568, 'epoch': 0.5}
{'loss': 0.6378, 'grad_norm': 30.776168823242188, 'learning_rate': 3.456937799043062e-07, 'rewards/chosen': 0.03237304836511612, 'rewards/rejected': -0.11147461086511612, 'rewards/accuracies': 0.6833333373069763, 'rewards/margins': 0.1438751220703125, 'logps/chosen': -193.25, 'logps/rejected': -199.39999389648438, 'logits/chosen': -7.837500095367432, 'logits/rejected': -7.853125095367432, 'epoch': 0.52}
{'loss': 0.6522, 'grad_norm': 31.416061401367188, 'learning_rate': 3.5765550239234447e-07, 'rewards/chosen': -0.07483520358800888, 'rewards/rejected': -0.18300780653953552, 'rewards/accuracies': 0.6499999761581421, 'rewards/margins': 0.10812988132238388, 'logps/chosen': -109.30000305175781, 'logps/rejected': -139.39999389648438, 'logits/chosen': -8.096875190734863, 'logits/rejected': -7.871874809265137, 'epoch': 0.54}
{'loss': 0.6159, 'grad_norm': 43.083152770996094, 'learning_rate': 3.696172248803828e-07, 'rewards/chosen': -0.07644043117761612, 'rewards/rejected': -0.26875001192092896, 'rewards/accuracies': 0.6833333373069763, 'rewards/margins': 0.192138671875, 'logps/chosen': -96.92500305175781, 'logps/rejected': -157.1999969482422, 'logits/chosen': -8.287500381469727, 'logits/rejected': -7.878125190734863, 'epoch': 0.56}
{'loss': 0.6292, 'grad_norm': 30.80642318725586, 'learning_rate': 3.8157894736842105e-07, 'rewards/chosen': -0.08519287407398224, 'rewards/rejected': -0.24785156548023224, 'rewards/accuracies': 0.7166666388511658, 'rewards/margins': 0.16281738877296448, 'logps/chosen': -101.30000305175781, 'logps/rejected': -131.10000610351562, 'logits/chosen': -8.149999618530273, 'logits/rejected': -7.868750095367432, 'epoch': 0.57}
{'loss': 0.6951, 'grad_norm': 43.43199920654297, 'learning_rate': 3.935406698564593e-07, 'rewards/chosen': -0.18452148139476776, 'rewards/rejected': -0.23037108778953552, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.04596252366900444, 'logps/chosen': -123.8499984741211, 'logps/rejected': -119.0, 'logits/chosen': -8.015625, 'logits/rejected': -8.175000190734863, 'epoch': 0.59}
{'loss': 0.6313, 'grad_norm': 38.94901657104492, 'learning_rate': 4.055023923444976e-07, 'rewards/chosen': -0.13410644233226776, 'rewards/rejected': -0.31132811307907104, 'rewards/accuracies': 0.6416667103767395, 'rewards/margins': 0.17739257216453552, 'logps/chosen': -109.44999694824219, 'logps/rejected': -141.9499969482422, 'logits/chosen': -8.240625381469727, 'logits/rejected': -7.928124904632568, 'epoch': 0.61}
{'loss': 0.6103, 'grad_norm': 27.289813995361328, 'learning_rate': 4.1746411483253585e-07, 'rewards/chosen': -0.10729523003101349, 'rewards/rejected': -0.33916014432907104, 'rewards/accuracies': 0.7000000476837158, 'rewards/margins': 0.23173828423023224, 'logps/chosen': -116.5, 'logps/rejected': -136.4499969482422, 'logits/chosen': -8.143750190734863, 'logits/rejected': -8.084375381469727, 'epoch': 0.63}
{'loss': 0.6177, 'grad_norm': 26.70844268798828, 'learning_rate': 4.294258373205741e-07, 'rewards/chosen': -0.13356932997703552, 'rewards/rejected': -0.3472656309604645, 'rewards/accuracies': 0.6750000715255737, 'rewards/margins': 0.21342773735523224, 'logps/chosen': -107.05000305175781, 'logps/rejected': -135.14999389648438, 'logits/chosen': -8.240625381469727, 'logits/rejected': -8.09375, 'epoch': 0.65}
{'loss': 0.6058, 'grad_norm': 30.478191375732422, 'learning_rate': 4.4138755980861243e-07, 'rewards/chosen': -0.07851562649011612, 'rewards/rejected': -0.33964842557907104, 'rewards/accuracies': 0.699999988079071, 'rewards/margins': 0.26103514432907104, 'logps/chosen': -157.1999969482422, 'logps/rejected': -171.8000030517578, 'logits/chosen': -8.356249809265137, 'logits/rejected': -8.175000190734863, 'epoch': 0.66}
{'loss': 0.6275, 'grad_norm': 32.936710357666016, 'learning_rate': 4.533492822966507e-07, 'rewards/chosen': -0.17526397109031677, 'rewards/rejected': -0.36669921875, 'rewards/accuracies': 0.6833332777023315, 'rewards/margins': 0.19172362983226776, 'logps/chosen': -109.1500015258789, 'logps/rejected': -122.6500015258789, 'logits/chosen': -8.037500381469727, 'logits/rejected': -8.059374809265137, 'epoch': 0.68}
{'loss': 0.5827, 'grad_norm': 26.748146057128906, 'learning_rate': 4.65311004784689e-07, 'rewards/chosen': 0.0709228515625, 'rewards/rejected': -0.2515625059604645, 'rewards/accuracies': 0.7166666388511658, 'rewards/margins': 0.32207030057907104, 'logps/chosen': -179.8000030517578, 'logps/rejected': -194.60000610351562, 'logits/chosen': -8.306249618530273, 'logits/rejected': -8.159375190734863, 'epoch': 0.7}
{'loss': 0.6129, 'grad_norm': 29.97928237915039, 'learning_rate': 4.772727272727273e-07, 'rewards/chosen': -0.232421875, 'rewards/rejected': -0.4974609315395355, 'rewards/accuracies': 0.699999988079071, 'rewards/margins': 0.2651611268520355, 'logps/chosen': -125.0999984741211, 'logps/rejected': -117.32499694824219, 'logits/chosen': -8.3125, 'logits/rejected': -8.487500190734863, 'epoch': 0.72}
{'loss': 0.5738, 'grad_norm': 25.676435470581055, 'learning_rate': 4.892344497607655e-07, 'rewards/chosen': -0.18256835639476776, 'rewards/rejected': -0.5244140625, 'rewards/accuracies': 0.7416666746139526, 'rewards/margins': 0.3418945372104645, 'logps/chosen': -102.9000015258789, 'logps/rejected': -140.35000610351562, 'logits/chosen': -8.199999809265137, 'logits/rejected': -7.912499904632568, 'epoch': 0.73}
{'eval_loss': 0.6028978228569031, 'eval_runtime': 100.779, 'eval_samples_per_second': 9.456, 'eval_steps_per_second': 0.794, 'eval_rewards/chosen': 0.40310949087142944, 'eval_rewards/rejected': -0.12593193352222443, 'eval_rewards/accuracies': 0.7056249976158142, 'eval_rewards/margins': 0.529079794883728, 'eval_logps/chosen': -373.8999938964844, 'eval_logps/rejected': -154.41250610351562, 'eval_logits/chosen': -7.623827934265137, 'eval_logits/rejected': -8.254687309265137, 'epoch': 0.75}
{'loss': 0.5725, 'grad_norm': 24.879518508911133, 'learning_rate': 5.011961722488038e-07, 'rewards/chosen': -0.22763672471046448, 'rewards/rejected': -0.6039062738418579, 'rewards/accuracies': 0.7416666746139526, 'rewards/margins': 0.3760742247104645, 'logps/chosen': -113.1500015258789, 'logps/rejected': -129.75, 'logits/chosen': -8.431249618530273, 'logits/rejected': -8.231249809265137, 'epoch': 0.75}
{'loss': 0.5337, 'grad_norm': 25.567779541015625, 'learning_rate': 5.131578947368422e-07, 'rewards/chosen': -0.18327637016773224, 'rewards/rejected': -0.6558593511581421, 'rewards/accuracies': 0.7750000357627869, 'rewards/margins': 0.47333985567092896, 'logps/chosen': -95.8499984741211, 'logps/rejected': -141.9499969482422, 'logits/chosen': -8.493749618530273, 'logits/rejected': -8.190625190734863, 'epoch': 0.77}
{'loss': 0.5344, 'grad_norm': 60.584285736083984, 'learning_rate': 5.251196172248804e-07, 'rewards/chosen': -0.12882080674171448, 'rewards/rejected': -0.66015625, 'rewards/accuracies': 0.7250000238418579, 'rewards/margins': 0.5306640863418579, 'logps/chosen': -155.6999969482422, 'logps/rejected': -189.60000610351562, 'logits/chosen': -8.440625190734863, 'logits/rejected': -8.228124618530273, 'epoch': 0.79}
{'loss': 0.5543, 'grad_norm': 28.061513900756836, 'learning_rate': 5.370813397129187e-07, 'rewards/chosen': -0.34785157442092896, 'rewards/rejected': -0.8042968511581421, 'rewards/accuracies': 0.7250000238418579, 'rewards/margins': 0.4559570252895355, 'logps/chosen': -99.3499984741211, 'logps/rejected': -147.6999969482422, 'logits/chosen': -8.584375381469727, 'logits/rejected': -8.243749618530273, 'epoch': 0.81}
{'loss': 0.5968, 'grad_norm': 116.63052368164062, 'learning_rate': 5.490430622009569e-07, 'rewards/chosen': -0.23520508408546448, 'rewards/rejected': -0.651562511920929, 'rewards/accuracies': 0.7083333730697632, 'rewards/margins': 0.4157470762729645, 'logps/chosen': -156.25, 'logps/rejected': -164.6999969482422, 'logits/chosen': -8.612500190734863, 'logits/rejected': -8.331250190734863, 'epoch': 0.82}
{'loss': 0.5583, 'grad_norm': 31.626073837280273, 'learning_rate': 5.610047846889951e-07, 'rewards/chosen': -0.4258789122104645, 'rewards/rejected': -0.9609375, 'rewards/accuracies': 0.7166666984558105, 'rewards/margins': 0.5347656011581421, 'logps/chosen': -112.0, 'logps/rejected': -163.5500030517578, 'logits/chosen': -8.75, 'logits/rejected': -8.209375381469727, 'epoch': 0.84}
{'loss': 0.6011, 'grad_norm': 50.765865325927734, 'learning_rate': 5.729665071770334e-07, 'rewards/chosen': -0.565136730670929, 'rewards/rejected': -1.003515601158142, 'rewards/accuracies': 0.6833333969116211, 'rewards/margins': 0.43818360567092896, 'logps/chosen': -133.75, 'logps/rejected': -148.3000030517578, 'logits/chosen': -8.425000190734863, 'logits/rejected': -8.237500190734863, 'epoch': 0.86}
{'loss': 0.6165, 'grad_norm': 45.043582916259766, 'learning_rate': 5.849282296650718e-07, 'rewards/chosen': -0.4164062440395355, 'rewards/rejected': -0.8003906011581421, 'rewards/accuracies': 0.6333333253860474, 'rewards/margins': 0.38374024629592896, 'logps/chosen': -112.75, 'logps/rejected': -138.85000610351562, 'logits/chosen': -8.725000381469727, 'logits/rejected': -8.403124809265137, 'epoch': 0.88}
{'loss': 0.5457, 'grad_norm': 40.525611877441406, 'learning_rate': 5.9688995215311e-07, 'rewards/chosen': -0.30839842557907104, 'rewards/rejected': -0.85546875, 'rewards/accuracies': 0.75, 'rewards/margins': 0.546582043170929, 'logps/chosen': -168.3000030517578, 'logps/rejected': -170.52499389648438, 'logits/chosen': -8.381250381469727, 'logits/rejected': -8.215624809265137, 'epoch': 0.9}
{'loss': 0.5567, 'grad_norm': 17.29410743713379, 'learning_rate': 6.088516746411483e-07, 'rewards/chosen': -0.5863281488418579, 'rewards/rejected': -1.162500023841858, 'rewards/accuracies': 0.7166666984558105, 'rewards/margins': 0.5765380859375, 'logps/chosen': -118.7750015258789, 'logps/rejected': -161.35000610351562, 'logits/chosen': -8.462499618530273, 'logits/rejected': -8.050000190734863, 'epoch': 0.91}
{'loss': 0.5268, 'grad_norm': 25.47852325439453, 'learning_rate': 6.208133971291866e-07, 'rewards/chosen': -0.6144043207168579, 'rewards/rejected': -1.204687476158142, 'rewards/accuracies': 0.7500000596046448, 'rewards/margins': 0.5902343988418579, 'logps/chosen': -113.44999694824219, 'logps/rejected': -150.0500030517578, 'logits/chosen': -8.606249809265137, 'logits/rejected': -8.309374809265137, 'epoch': 0.93}
{'loss': 0.5202, 'grad_norm': 31.488704681396484, 'learning_rate': 6.327751196172248e-07, 'rewards/chosen': -0.46806639432907104, 'rewards/rejected': -1.084375023841858, 'rewards/accuracies': 0.7333333492279053, 'rewards/margins': 0.615917980670929, 'logps/chosen': -102.75, 'logps/rejected': -129.3000030517578, 'logits/chosen': -8.449999809265137, 'logits/rejected': -8.271875381469727, 'epoch': 0.95}
{'loss': 0.4927, 'grad_norm': 26.826854705810547, 'learning_rate': 6.447368421052632e-07, 'rewards/chosen': -0.44707030057907104, 'rewards/rejected': -1.198828101158142, 'rewards/accuracies': 0.7833333611488342, 'rewards/margins': 0.7523437738418579, 'logps/chosen': -137.8000030517578, 'logps/rejected': -189.5, 'logits/chosen': -8.568750381469727, 'logits/rejected': -8.346875190734863, 'epoch': 0.97}
{'loss': 0.5629, 'grad_norm': 34.09469985961914, 'learning_rate': 6.566985645933015e-07, 'rewards/chosen': -0.76171875, 'rewards/rejected': -1.28515625, 'rewards/accuracies': 0.6833333373069763, 'rewards/margins': 0.5237182378768921, 'logps/chosen': -110.6500015258789, 'logps/rejected': -148.0500030517578, 'logits/chosen': -8.762499809265137, 'logits/rejected': -8.487500190734863, 'epoch': 0.99}
{'loss': 0.5428, 'grad_norm': 23.372724533081055, 'learning_rate': 6.686602870813397e-07, 'rewards/chosen': -0.6060546636581421, 'rewards/rejected': -1.228906273841858, 'rewards/accuracies': 0.7250000238418579, 'rewards/margins': 0.624218761920929, 'logps/chosen': -157.6999969482422, 'logps/rejected': -178.8000030517578, 'logits/chosen': -8.824999809265137, 'logits/rejected': -8.596875190734863, 'epoch': 1.0}
{'loss': 0.5398, 'grad_norm': 31.863643646240234, 'learning_rate': 6.80622009569378e-07, 'rewards/chosen': -0.7093750238418579, 'rewards/rejected': -1.317968726158142, 'rewards/accuracies': 0.7333332896232605, 'rewards/margins': 0.607421875, 'logps/chosen': -114.75, 'logps/rejected': -131.85000610351562, 'logits/chosen': -8.756250381469727, 'logits/rejected': -8.46875, 'epoch': 1.02}
{'loss': 0.5388, 'grad_norm': 34.609798431396484, 'learning_rate': 6.925837320574162e-07, 'rewards/chosen': -0.6224609613418579, 'rewards/rejected': -1.2546875476837158, 'rewards/accuracies': 0.7416666746139526, 'rewards/margins': 0.6314452886581421, 'logps/chosen': -105.6500015258789, 'logps/rejected': -140.8000030517578, 'logits/chosen': -8.875, 'logits/rejected': -8.465624809265137, 'epoch': 1.04}
{'loss': 0.5253, 'grad_norm': 78.59780883789062, 'learning_rate': 7.045454545454545e-07, 'rewards/chosen': -0.7744140625, 'rewards/rejected': -1.51953125, 'rewards/accuracies': 0.7250000238418579, 'rewards/margins': 0.745312511920929, 'logps/chosen': -120.55000305175781, 'logps/rejected': -159.0, 'logits/chosen': -8.806249618530273, 'logits/rejected': -8.53125, 'epoch': 1.06}
