  0%|          | 0/4545 [00:00<?, ?it/s]/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                    
{'loss': 0.6923, 'grad_norm': 28.87850570678711, 'learning_rate': 2.3778071334214e-09, 'rewards/chosen': -0.00383415212854743, 'rewards/rejected': -0.00905761681497097, 'rewards/accuracies': 0.24375000596046448, 'rewards/margins': 0.005194473080337048, 'logps/chosen': -448.6000061035156, 'logps/rejected': -256.82501220703125, 'logits/chosen': -6.0625, 'logits/rejected': -6.165625095367432, 'epoch': 0.01}
{'loss': 0.6761, 'grad_norm': 27.031940460205078, 'learning_rate': 5.521796565389696e-08, 'rewards/chosen': 0.10233993828296661, 'rewards/rejected': 0.012667846865952015, 'rewards/accuracies': 0.4625000059604645, 'rewards/margins': 0.08953247219324112, 'logps/chosen': -295.1499938964844, 'logps/rejected': -194.75, 'logits/chosen': -6.246874809265137, 'logits/rejected': -6.537499904632568, 'epoch': 0.14}
{'loss': 0.6743, 'grad_norm': 42.64020538330078, 'learning_rate': 5.785997357992074e-08, 'rewards/chosen': 0.1474349945783615, 'rewards/rejected': 0.0286407470703125, 'rewards/accuracies': 0.44999998807907104, 'rewards/margins': 0.11885757744312286, 'logps/chosen': -325.20001220703125, 'logps/rejected': -182.10000610351562, 'logits/chosen': -6.259375095367432, 'logits/rejected': -6.587500095367432, 'epoch': 0.15}
{'loss': 0.6482, 'grad_norm': 57.47401428222656, 'learning_rate': 6.050198150594451e-08, 'rewards/chosen': 0.264791876077652, 'rewards/rejected': 0.03799743577837944, 'rewards/accuracies': 0.543749988079071, 'rewards/margins': 0.2269287109375, 'logps/chosen': -486.04998779296875, 'logps/rejected': -243.97500610351562, 'logits/chosen': -6.040625095367432, 'logits/rejected': -6.303124904632568, 'epoch': 0.15}
{'loss': 0.6552, 'grad_norm': 27.401893615722656, 'learning_rate': 6.314398943196829e-08, 'rewards/chosen': 0.181610107421875, 'rewards/rejected': 0.0010364532936364412, 'rewards/accuracies': 0.5687500238418579, 'rewards/margins': 0.18060302734375, 'logps/chosen': -296.70001220703125, 'logps/rejected': -137.1750030517578, 'logits/chosen': -6.28125, 'logits/rejected': -6.574999809265137, 'epoch': 0.16}
{'loss': 0.6553, 'grad_norm': 22.603574752807617, 'learning_rate': 6.578599735799208e-08, 'rewards/chosen': 0.3623977601528168, 'rewards/rejected': 0.043365478515625, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.31932371854782104, 'logps/chosen': -392.29998779296875, 'logps/rejected': -172.1999969482422, 'logits/chosen': -6.109375, 'logits/rejected': -6.315625190734863, 'epoch': 0.17}
{'loss': 0.6728, 'grad_norm': 27.447406768798828, 'learning_rate': 6.842800528401584e-08, 'rewards/chosen': 0.13419342041015625, 'rewards/rejected': 0.015499877743422985, 'rewards/accuracies': 0.5375000238418579, 'rewards/margins': 0.11907501518726349, 'logps/chosen': -211.0500030517578, 'logps/rejected': -105.0250015258789, 'logits/chosen': -6.453125, 'logits/rejected': -6.731249809265137, 'epoch': 0.17}
{'loss': 0.6496, 'grad_norm': 22.12274742126465, 'learning_rate': 7.107001321003963e-08, 'rewards/chosen': 0.3976501524448395, 'rewards/rejected': 0.07100220024585724, 'rewards/accuracies': 0.5687500238418579, 'rewards/margins': 0.3271118104457855, 'logps/chosen': -460.25, 'logps/rejected': -259.42498779296875, 'logits/chosen': -6.181250095367432, 'logits/rejected': -6.371874809265137, 'epoch': 0.18}
{'loss': 0.6461, 'grad_norm': 31.988990783691406, 'learning_rate': 7.37120211360634e-08, 'rewards/chosen': 0.38471680879592896, 'rewards/rejected': 0.08427734673023224, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.3006591796875, 'logps/chosen': -388.70001220703125, 'logps/rejected': -170.875, 'logits/chosen': -6.331250190734863, 'logits/rejected': -6.625, 'epoch': 0.18}
{'loss': 0.6439, 'grad_norm': 21.885414123535156, 'learning_rate': 7.635402906208718e-08, 'rewards/chosen': 0.4238830506801605, 'rewards/rejected': 0.10231170803308487, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.320953369140625, 'logps/chosen': -375.6000061035156, 'logps/rejected': -226.64999389648438, 'logits/chosen': -6.078125, 'logits/rejected': -6.5, 'epoch': 0.19}
{'loss': 0.6817, 'grad_norm': 27.480134963989258, 'learning_rate': 7.899603698811096e-08, 'rewards/chosen': 0.2665344178676605, 'rewards/rejected': 0.08460082858800888, 'rewards/accuracies': 0.606249988079071, 'rewards/margins': 0.18185119330883026, 'logps/chosen': -282.0, 'logps/rejected': -148.64999389648438, 'logits/chosen': -6.215624809265137, 'logits/rejected': -6.471875190734863, 'epoch': 0.2}
{'loss': 0.6412, 'grad_norm': 27.371963500976562, 'learning_rate': 8.163804491413475e-08, 'rewards/chosen': 0.628857433795929, 'rewards/rejected': 0.14008788764476776, 'rewards/accuracies': 0.6187499761581421, 'rewards/margins': 0.4887634217739105, 'logps/chosen': -476.70001220703125, 'logps/rejected': -262.29998779296875, 'logits/chosen': -6.074999809265137, 'logits/rejected': -6.190625190734863, 'epoch': 0.2}
{'loss': 0.6534, 'grad_norm': 27.700531005859375, 'learning_rate': 8.428005284015852e-08, 'rewards/chosen': 0.29230958223342896, 'rewards/rejected': 0.049132537096738815, 'rewards/accuracies': 0.6499999761581421, 'rewards/margins': 0.24279174208641052, 'logps/chosen': -287.8500061035156, 'logps/rejected': -168.72500610351562, 'logits/chosen': -6.334374904632568, 'logits/rejected': -6.696875095367432, 'epoch': 0.21}
{'loss': 0.6748, 'grad_norm': 24.099992752075195, 'learning_rate': 8.69220607661823e-08, 'rewards/chosen': 0.23529052734375, 'rewards/rejected': 0.08719787746667862, 'rewards/accuracies': 0.59375, 'rewards/margins': 0.14767608046531677, 'logps/chosen': -225.1999969482422, 'logps/rejected': -146.39999389648438, 'logits/chosen': -6.378125190734863, 'logits/rejected': -6.384375095367432, 'epoch': 0.22}
{'loss': 0.6746, 'grad_norm': 30.307300567626953, 'learning_rate': 8.956406869220607e-08, 'rewards/chosen': 0.18372802436351776, 'rewards/rejected': 0.08640746772289276, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.09772948920726776, 'logps/chosen': -177.14999389648438, 'logps/rejected': -113.6500015258789, 'logits/chosen': -6.425000190734863, 'logits/rejected': -6.765625, 'epoch': 0.22}
{'loss': 0.6412, 'grad_norm': 18.50453758239746, 'learning_rate': 9.220607661822985e-08, 'rewards/chosen': 0.507006824016571, 'rewards/rejected': 0.11251220852136612, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.39368897676467896, 'logps/chosen': -395.75, 'logps/rejected': -193.8000030517578, 'logits/chosen': -6.099999904632568, 'logits/rejected': -6.256249904632568, 'epoch': 0.23}
{'loss': 0.6399, 'grad_norm': 28.320087432861328, 'learning_rate': 9.484808454425363e-08, 'rewards/chosen': 0.4239746034145355, 'rewards/rejected': 0.06479492038488388, 'rewards/accuracies': 0.6875, 'rewards/margins': 0.35905760526657104, 'logps/chosen': -327.25, 'logps/rejected': -171.89999389648438, 'logits/chosen': -6.240624904632568, 'logits/rejected': -6.5, 'epoch': 0.24}
{'loss': 0.6295, 'grad_norm': 26.24092674255371, 'learning_rate': 9.74900924702774e-08, 'rewards/chosen': 0.7144531011581421, 'rewards/rejected': 0.14372558891773224, 'rewards/accuracies': 0.731249988079071, 'rewards/margins': 0.5705978274345398, 'logps/chosen': -486.6000061035156, 'logps/rejected': -242.9499969482422, 'logits/chosen': -6.171875, 'logits/rejected': -6.525000095367432, 'epoch': 0.24}
{'loss': 0.6549, 'grad_norm': 16.05739974975586, 'learning_rate': 1.0013210039630118e-07, 'rewards/chosen': 0.26215821504592896, 'rewards/rejected': 0.09345092624425888, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.16841430962085724, 'logps/chosen': -207.39999389648438, 'logps/rejected': -135.8000030517578, 'logits/chosen': -6.34375, 'logits/rejected': -6.556250095367432, 'epoch': 0.25}
{'loss': 0.6245, 'grad_norm': 24.369813919067383, 'learning_rate': 1.0277410832232495e-07, 'rewards/chosen': 0.5738769769668579, 'rewards/rejected': 0.13649901747703552, 'rewards/accuracies': 0.6937500238418579, 'rewards/margins': 0.43632811307907104, 'logps/chosen': -372.75, 'logps/rejected': -190.47500610351562, 'logits/chosen': -6.203125, 'logits/rejected': -6.503125190734863, 'epoch': 0.26}
{'loss': 0.6182, 'grad_norm': 21.518640518188477, 'learning_rate': 1.0541611624834874e-07, 'rewards/chosen': 0.486083984375, 'rewards/rejected': 0.0705413818359375, 'rewards/accuracies': 0.7749999761581421, 'rewards/margins': 0.41552734375, 'logps/chosen': -298.79998779296875, 'logps/rejected': -165.77499389648438, 'logits/chosen': -6.271874904632568, 'logits/rejected': -6.650000095367432, 'epoch': 0.26}
{'loss': 0.6357, 'grad_norm': 20.37744140625, 'learning_rate': 1.0805812417437252e-07, 'rewards/chosen': 0.31342774629592896, 'rewards/rejected': 0.027557373046875, 'rewards/accuracies': 0.737500011920929, 'rewards/margins': 0.28557127714157104, 'logps/chosen': -197.0, 'logps/rejected': -128.25, 'logits/chosen': -6.262499809265137, 'logits/rejected': -6.521874904632568, 'epoch': 0.27}
{'loss': 0.6296, 'grad_norm': 24.62310791015625, 'learning_rate': 1.1070013210039631e-07, 'rewards/chosen': 0.45805662870407104, 'rewards/rejected': 0.07744140923023224, 'rewards/accuracies': 0.706250011920929, 'rewards/margins': 0.3812499940395355, 'logps/chosen': -265.8999938964844, 'logps/rejected': -143.6999969482422, 'logits/chosen': -6.203125, 'logits/rejected': -6.503125190734863, 'epoch': 0.28}
{'loss': 0.6296, 'grad_norm': 28.78019905090332, 'learning_rate': 1.1334214002642006e-07, 'rewards/chosen': 0.46044921875, 'rewards/rejected': 0.09264526516199112, 'rewards/accuracies': 0.7250000238418579, 'rewards/margins': 0.36804503202438354, 'logps/chosen': -280.0249938964844, 'logps/rejected': -119.625, 'logits/chosen': -6.106249809265137, 'logits/rejected': -6.449999809265137, 'epoch': 0.28}
{'loss': 0.6428, 'grad_norm': 29.909849166870117, 'learning_rate': 1.1598414795244385e-07, 'rewards/chosen': 0.3663574159145355, 'rewards/rejected': 0.13468322157859802, 'rewards/accuracies': 0.706250011920929, 'rewards/margins': 0.23135681450366974, 'logps/chosen': -211.22500610351562, 'logps/rejected': -162.89999389648438, 'logits/chosen': -6.246874809265137, 'logits/rejected': -6.440625190734863, 'epoch': 0.29}
{'loss': 0.5846, 'grad_norm': 18.987712860107422, 'learning_rate': 1.1862615587846762e-07, 'rewards/chosen': 0.706005871295929, 'rewards/rejected': 0.10289611667394638, 'rewards/accuracies': 0.8062499761581421, 'rewards/margins': 0.603271484375, 'logps/chosen': -357.25, 'logps/rejected': -180.25, 'logits/chosen': -6.162499904632568, 'logits/rejected': -6.449999809265137, 'epoch': 0.3}
{'loss': 0.5937, 'grad_norm': 63.2140998840332, 'learning_rate': 1.212681638044914e-07, 'rewards/chosen': 1.0299804210662842, 'rewards/rejected': 0.18041381239891052, 'rewards/accuracies': 0.768750011920929, 'rewards/margins': 0.848437488079071, 'logps/chosen': -531.7000122070312, 'logps/rejected': -278.79998779296875, 'logits/chosen': -6.025000095367432, 'logits/rejected': -6.265625, 'epoch': 0.3}
{'loss': 0.6105, 'grad_norm': 21.138532638549805, 'learning_rate': 1.239101717305152e-07, 'rewards/chosen': 0.43574219942092896, 'rewards/rejected': 0.02966918982565403, 'rewards/accuracies': 0.762499988079071, 'rewards/margins': 0.4051269590854645, 'logps/chosen': -204.5, 'logps/rejected': -99.75, 'logits/chosen': -6.25, 'logits/rejected': -6.290625095367432, 'epoch': 0.31}
{'loss': 0.5875, 'grad_norm': 17.317689895629883, 'learning_rate': 1.2655217965653896e-07, 'rewards/chosen': 0.584667980670929, 'rewards/rejected': 0.043228913098573685, 'rewards/accuracies': 0.7749999761581421, 'rewards/margins': 0.5412842035293579, 'logps/chosen': -269.45001220703125, 'logps/rejected': -161.10000610351562, 'logits/chosen': -6.212500095367432, 'logits/rejected': -6.496874809265137, 'epoch': 0.32}
{'loss': 0.6072, 'grad_norm': 29.172639846801758, 'learning_rate': 1.2919418758256274e-07, 'rewards/chosen': 0.609570324420929, 'rewards/rejected': 0.09360351413488388, 'rewards/accuracies': 0.7250000238418579, 'rewards/margins': 0.5162109136581421, 'logps/chosen': -256.3999938964844, 'logps/rejected': -111.75, 'logits/chosen': -6.296875, 'logits/rejected': -6.462500095367432, 'epoch': 0.32}
{'loss': 0.5909, 'grad_norm': 25.296754837036133, 'learning_rate': 1.3183619550858652e-07, 'rewards/chosen': 0.524609386920929, 'rewards/rejected': 0.03929748386144638, 'rewards/accuracies': 0.800000011920929, 'rewards/margins': 0.48515623807907104, 'logps/chosen': -227.1999969482422, 'logps/rejected': -104.1500015258789, 'logits/chosen': -6.309374809265137, 'logits/rejected': -6.606249809265137, 'epoch': 0.33}
  warnings.warn(                               
{'eval_loss': 0.5115171074867249, 'eval_runtime': 80.2785, 'eval_samples_per_second': 11.871, 'eval_steps_per_second': 0.747, 'eval_rewards/chosen': 0.837719738483429, 'eval_rewards/rejected': 0.11680126190185547, 'eval_rewards/accuracies': 0.9119213223457336, 'eval_rewards/margins': 0.7210530638694763, 'eval_logps/chosen': -369.23333740234375, 'eval_logps/rejected': -150.7916717529297, 'eval_logits/chosen': -5.999739646911621, 'eval_logits/rejected': -6.851041793823242, 'epoch': 0.33}
                                                     
{'loss': 0.5546, 'grad_norm': 17.445480346679688, 'learning_rate': 1.344782034346103e-07, 'rewards/chosen': 0.9095703363418579, 'rewards/rejected': 0.23282471299171448, 'rewards/accuracies': 0.8062499761581421, 'rewards/margins': 0.6768554449081421, 'logps/chosen': -381.3999938964844, 'logps/rejected': -217.97500610351562, 'logits/chosen': -6.128125190734863, 'logits/rejected': -6.543749809265137, 'epoch': 0.34}
{'loss': 0.5583, 'grad_norm': 23.743179321289062, 'learning_rate': 1.3712021136063407e-07, 'rewards/chosen': 0.735644519329071, 'rewards/rejected': 0.08559570461511612, 'rewards/accuracies': 0.800000011920929, 'rewards/margins': 0.6490234136581421, 'logps/chosen': -291.1000061035156, 'logps/rejected': -134.1750030517578, 'logits/chosen': -6.290625095367432, 'logits/rejected': -6.5, 'epoch': 0.34}
{'loss': 0.5578, 'grad_norm': 31.20823860168457, 'learning_rate': 1.3976221928665784e-07, 'rewards/chosen': 0.6318359375, 'rewards/rejected': 0.06618652492761612, 'rewards/accuracies': 0.824999988079071, 'rewards/margins': 0.56512451171875, 'logps/chosen': -258.8999938964844, 'logps/rejected': -128.2624969482422, 'logits/chosen': -6.275000095367432, 'logits/rejected': -6.599999904632568, 'epoch': 0.35}
{'loss': 0.5833, 'grad_norm': 15.82408332824707, 'learning_rate': 1.4240422721268165e-07, 'rewards/chosen': 0.577832043170929, 'rewards/rejected': 0.1334075927734375, 'rewards/accuracies': 0.793749988079071, 'rewards/margins': 0.4451660215854645, 'logps/chosen': -219.3000030517578, 'logps/rejected': -140.77499389648438, 'logits/chosen': -6.346875190734863, 'logits/rejected': -6.403124809265137, 'epoch': 0.36}
{'loss': 0.5531, 'grad_norm': 35.92967987060547, 'learning_rate': 1.4504623513870542e-07, 'rewards/chosen': 0.844531238079071, 'rewards/rejected': 0.11225585639476776, 'rewards/accuracies': 0.800000011920929, 'rewards/margins': 0.731738269329071, 'logps/chosen': -328.3999938964844, 'logps/rejected': -183.75, 'logits/chosen': -6.134375095367432, 'logits/rejected': -6.403124809265137, 'epoch': 0.36}
{'loss': 0.5854, 'grad_norm': 24.776771545410156, 'learning_rate': 1.4768824306472917e-07, 'rewards/chosen': 0.8871093988418579, 'rewards/rejected': 0.209716796875, 'rewards/accuracies': 0.706250011920929, 'rewards/margins': 0.677685558795929, 'logps/chosen': -328.54998779296875, 'logps/rejected': -203.14999389648438, 'logits/chosen': -6.246874809265137, 'logits/rejected': -6.431250095367432, 'epoch': 0.37}
{'loss': 0.575, 'grad_norm': 15.080645561218262, 'learning_rate': 1.5033025099075295e-07, 'rewards/chosen': 0.798632800579071, 'rewards/rejected': 0.17133788764476776, 'rewards/accuracies': 0.75, 'rewards/margins': 0.6265624761581421, 'logps/chosen': -260.04998779296875, 'logps/rejected': -175.39999389648438, 'logits/chosen': -6.456250190734863, 'logits/rejected': -6.59375, 'epoch': 0.38}
{'loss': 0.539, 'grad_norm': 16.106096267700195, 'learning_rate': 1.5297225891677675e-07, 'rewards/chosen': 0.9249023199081421, 'rewards/rejected': 0.17764893174171448, 'rewards/accuracies': 0.768750011920929, 'rewards/margins': 0.747363269329071, 'logps/chosen': -303.45001220703125, 'logps/rejected': -180.39999389648438, 'logits/chosen': -6.306250095367432, 'logits/rejected': -6.512499809265137, 'epoch': 0.38}
{'loss': 0.5649, 'grad_norm': 22.45688819885254, 'learning_rate': 1.5561426684280053e-07, 'rewards/chosen': 0.9374023675918579, 'rewards/rejected': 0.16838988661766052, 'rewards/accuracies': 0.7875000238418579, 'rewards/margins': 0.769238293170929, 'logps/chosen': -315.67498779296875, 'logps/rejected': -197.8249969482422, 'logits/chosen': -6.237500190734863, 'logits/rejected': -6.537499904632568, 'epoch': 0.39}
{'loss': 0.5165, 'grad_norm': 20.02042007446289, 'learning_rate': 1.582562747688243e-07, 'rewards/chosen': 0.9957031011581421, 'rewards/rejected': 0.17595215141773224, 'rewards/accuracies': 0.793749988079071, 'rewards/margins': 0.8212890625, 'logps/chosen': -296.5, 'logps/rejected': -187.8249969482422, 'logits/chosen': -6.381249904632568, 'logits/rejected': -6.537499904632568, 'epoch': 0.4}
{'loss': 0.527, 'grad_norm': 20.70750617980957, 'learning_rate': 1.6089828269484808e-07, 'rewards/chosen': 1.283789038658142, 'rewards/rejected': 0.18791504204273224, 'rewards/accuracies': 0.800000011920929, 'rewards/margins': 1.0955078601837158, 'logps/chosen': -371.1499938964844, 'logps/rejected': -184.9499969482422, 'logits/chosen': -6.128125190734863, 'logits/rejected': -6.362500190734863, 'epoch': 0.4}
{'loss': 0.5576, 'grad_norm': 18.03863525390625, 'learning_rate': 1.6354029062087186e-07, 'rewards/chosen': 0.742382824420929, 'rewards/rejected': 0.009188842959702015, 'rewards/accuracies': 0.7875000238418579, 'rewards/margins': 0.734375, 'logps/chosen': -219.1750030517578, 'logps/rejected': -114.67500305175781, 'logits/chosen': -6.465624809265137, 'logits/rejected': -6.425000190734863, 'epoch': 0.41}
{'loss': 0.5146, 'grad_norm': 46.608787536621094, 'learning_rate': 1.6618229854689563e-07, 'rewards/chosen': 0.9443359375, 'rewards/rejected': 0.103515625, 'rewards/accuracies': 0.84375, 'rewards/margins': 0.84130859375, 'logps/chosen': -274.29998779296875, 'logps/rejected': -151.35000610351562, 'logits/chosen': -6.246874809265137, 'logits/rejected': -6.453125, 'epoch': 0.42}
{'loss': 0.4934, 'grad_norm': 11.835819244384766, 'learning_rate': 1.688243064729194e-07, 'rewards/chosen': 0.7142578363418579, 'rewards/rejected': -0.03239746019244194, 'rewards/accuracies': 0.831250011920929, 'rewards/margins': 0.747851550579071, 'logps/chosen': -194.14999389648438, 'logps/rejected': -135.14999389648438, 'logits/chosen': -6.434374809265137, 'logits/rejected': -6.615624904632568, 'epoch': 0.42}
