  0%|          | 0/795 [00:00<?, ?it/s]`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                       
{'loss': 0.6914, 'grad_norm': 556.3941650390625, 'learning_rate': 2.857142857142857e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -1780.0, 'logps/rejected': -1484.0, 'logits/chosen': -1.96875, 'logits/rejected': nan, 'epoch': 0.0}
{'loss': 0.8112, 'grad_norm': 196.12965393066406, 'learning_rate': 6e-07, 'rewards/chosen': 4.765625, 'rewards/rejected': 2.359375, 'rewards/accuracies': 0.34375, 'rewards/margins': 2.421875, 'logps/chosen': -1924.0, 'logps/rejected': -1836.0, 'logits/chosen': nan, 'logits/rejected': -2.203125, 'epoch': 0.08}
{'loss': 1.063, 'grad_norm': 297.6633605957031, 'learning_rate': 6.285714285714286e-07, 'rewards/chosen': 3.15625, 'rewards/rejected': 1.65234375, 'rewards/accuracies': 0.21875, 'rewards/margins': 1.5078125, 'logps/chosen': -1592.0, 'logps/rejected': -1424.0, 'logits/chosen': nan, 'logits/rejected': nan, 'epoch': 0.08}
{'loss': 0.7898, 'grad_norm': 207.78196716308594, 'learning_rate': 6.571428571428571e-07, 'rewards/chosen': 2.7265625, 'rewards/rejected': 1.591796875, 'rewards/accuracies': 0.3125, 'rewards/margins': 1.13671875, 'logps/chosen': -1640.0, 'logps/rejected': -1536.0, 'logits/chosen': nan, 'logits/rejected': -2.59765625, 'epoch': 0.09}
{'loss': 0.7323, 'grad_norm': 174.6612091064453, 'learning_rate': 6.857142857142857e-07, 'rewards/chosen': 1.7265625, 'rewards/rejected': -0.28515625, 'rewards/accuracies': 0.296875, 'rewards/margins': 2.01171875, 'logps/chosen': -1608.0, 'logps/rejected': -1398.0, 'logits/chosen': nan, 'logits/rejected': nan, 'epoch': 0.09}
{'loss': 0.8734, 'grad_norm': 234.37191772460938, 'learning_rate': 7.142857142857143e-07, 'rewards/chosen': 1.39453125, 'rewards/rejected': 1.083984375, 'rewards/accuracies': 0.21875, 'rewards/margins': 0.3134765625, 'logps/chosen': -1260.0, 'logps/rejected': -1254.0, 'logits/chosen': -2.69921875, 'logits/rejected': -2.7578125, 'epoch': 0.09}
{'loss': 0.9777, 'grad_norm': 305.62310791015625, 'learning_rate': 7.428571428571429e-07, 'rewards/chosen': 1.57421875, 'rewards/rejected': 0.2578125, 'rewards/accuracies': 0.21875, 'rewards/margins': 1.31640625, 'logps/chosen': -1472.0, 'logps/rejected': -1504.0, 'logits/chosen': -1.98046875, 'logits/rejected': nan, 'epoch': 0.1}
{'loss': 0.8945, 'grad_norm': 237.14364624023438, 'learning_rate': 7.714285714285714e-07, 'rewards/chosen': 0.1201171875, 'rewards/rejected': -0.5380859375, 'rewards/accuracies': 0.28125, 'rewards/margins': 0.65625, 'logps/chosen': -1576.0, 'logps/rejected': -1384.0, 'logits/chosen': nan, 'logits/rejected': -2.5390625, 'epoch': 0.1}
{'loss': 1.1017, 'grad_norm': 443.5434875488281, 'learning_rate': 8e-07, 'rewards/chosen': -0.8203125, 'rewards/rejected': -1.2109375, 'rewards/accuracies': 0.140625, 'rewards/margins': 0.390625, 'logps/chosen': -1764.0, 'logps/rejected': -1532.0, 'logits/chosen': nan, 'logits/rejected': nan, 'epoch': 0.11}
{'loss': 0.7302, 'grad_norm': 372.5088195800781, 'learning_rate': 8.285714285714285e-07, 'rewards/chosen': -0.376953125, 'rewards/rejected': -2.22265625, 'rewards/accuracies': 0.265625, 'rewards/margins': 1.84375, 'logps/chosen': -2020.0, 'logps/rejected': -1764.0, 'logits/chosen': -1.84765625, 'logits/rejected': nan, 'epoch': 0.11}
{'loss': 0.6924, 'grad_norm': 436.4790954589844, 'learning_rate': 8.57142857142857e-07, 'rewards/chosen': -0.4990234375, 'rewards/rejected': -2.4765625, 'rewards/accuracies': 0.3125, 'rewards/margins': 1.9765625, 'logps/chosen': -1592.0, 'logps/rejected': -1182.0, 'logits/chosen': nan, 'logits/rejected': nan, 'epoch': 0.11}
{'loss': 0.9427, 'grad_norm': 338.73370361328125, 'learning_rate': 8.857142857142856e-07, 'rewards/chosen': 0.37109375, 'rewards/rejected': -1.60546875, 'rewards/accuracies': 0.21875, 'rewards/margins': 1.9765625, 'logps/chosen': -1644.0, 'logps/rejected': -1332.0, 'logits/chosen': -1.921875, 'logits/rejected': nan, 'epoch': 0.12}
{'loss': 0.9229, 'grad_norm': 235.0684356689453, 'learning_rate': 9.142857142857142e-07, 'rewards/chosen': 0.8330078125, 'rewards/rejected': -0.626953125, 'rewards/accuracies': 0.25, 'rewards/margins': 1.458984375, 'logps/chosen': -1568.0, 'logps/rejected': -1548.0, 'logits/chosen': -2.00390625, 'logits/rejected': nan, 'epoch': 0.12}
{'loss': 0.9231, 'grad_norm': 159.29095458984375, 'learning_rate': 9.428571428571428e-07, 'rewards/chosen': 1.57421875, 'rewards/rejected': -0.3583984375, 'rewards/accuracies': 0.34375, 'rewards/margins': 1.9375, 'logps/chosen': -1224.0, 'logps/rejected': -1102.0, 'logits/chosen': -3.109375, 'logits/rejected': -3.9296875, 'epoch': 0.12}
{'loss': 0.6997, 'grad_norm': 197.16806030273438, 'learning_rate': 9.714285714285715e-07, 'rewards/chosen': 3.328125, 'rewards/rejected': 1.69921875, 'rewards/accuracies': 0.328125, 'rewards/margins': 1.62890625, 'logps/chosen': -1576.0, 'logps/rejected': -1428.0, 'logits/chosen': -2.4609375, 'logits/rejected': nan, 'epoch': 0.13}
{'loss': 1.1123, 'grad_norm': 343.82574462890625, 'learning_rate': 1e-06, 'rewards/chosen': 2.00390625, 'rewards/rejected': 1.609375, 'rewards/accuracies': 0.1875, 'rewards/margins': 0.39453125, 'logps/chosen': -1052.0, 'logps/rejected': -980.0, 'logits/chosen': nan, 'logits/rejected': nan, 'epoch': 0.13}
{'loss': 1.1141, 'grad_norm': 341.6212158203125, 'learning_rate': 1.0285714285714284e-06, 'rewards/chosen': 3.578125, 'rewards/rejected': 3.0390625, 'rewards/accuracies': 0.203125, 'rewards/margins': 0.5390625, 'logps/chosen': -1792.0, 'logps/rejected': -1752.0, 'logits/chosen': -1.7421875, 'logits/rejected': -1.72265625, 'epoch': 0.14}
{'loss': 0.9408, 'grad_norm': 271.1927795410156, 'learning_rate': 1.0571428571428571e-06, 'rewards/chosen': 3.71875, 'rewards/rejected': 1.8828125, 'rewards/accuracies': 0.296875, 'rewards/margins': 1.82421875, 'logps/chosen': -2176.0, 'logps/rejected': -2176.0, 'logits/chosen': -1.640625, 'logits/rejected': -1.82421875, 'epoch': 0.14}
{'loss': 1.3298, 'grad_norm': 283.36663818359375, 'learning_rate': 1.0857142857142856e-06, 'rewards/chosen': 1.5078125, 'rewards/rejected': 1.224609375, 'rewards/accuracies': 0.15625, 'rewards/margins': 0.283447265625, 'logps/chosen': -1556.0, 'logps/rejected': -1468.0, 'logits/chosen': nan, 'logits/rejected': nan, 'epoch': 0.14}
{'loss': 0.7002, 'grad_norm': 206.98953247070312, 'learning_rate': 1.1142857142857143e-06, 'rewards/chosen': 1.04296875, 'rewards/rejected': -1.4599609375, 'rewards/accuracies': 0.296875, 'rewards/margins': 2.50390625, 'logps/chosen': -1608.0, 'logps/rejected': -1376.0, 'logits/chosen': -2.4921875, 'logits/rejected': nan, 'epoch': 0.15}
{'loss': 1.2876, 'grad_norm': 382.77752685546875, 'learning_rate': 1.1428571428571428e-06, 'rewards/chosen': 0.51171875, 'rewards/rejected': -0.2294921875, 'rewards/accuracies': 0.1875, 'rewards/margins': 0.7412109375, 'logps/chosen': -1468.0, 'logps/rejected': -1300.0, 'logits/chosen': -1.87890625, 'logits/rejected': -2.33203125, 'epoch': 0.15}
{'loss': 0.9283, 'grad_norm': 338.2311096191406, 'learning_rate': 1.1714285714285715e-06, 'rewards/chosen': 1.01953125, 'rewards/rejected': -0.33984375, 'rewards/accuracies': 0.25, 'rewards/margins': 1.359375, 'logps/chosen': -1504.0, 'logps/rejected': -1336.0, 'logits/chosen': nan, 'logits/rejected': nan, 'epoch': 0.15}
{'loss': 0.8013, 'grad_norm': 189.93130493164062, 'learning_rate': 1.2e-06, 'rewards/chosen': 1.87109375, 'rewards/rejected': -0.15673828125, 'rewards/accuracies': 0.3125, 'rewards/margins': 2.0234375, 'logps/chosen': -1844.0, 'logps/rejected': -1660.0, 'logits/chosen': -1.474609375, 'logits/rejected': nan, 'epoch': 0.16}
{'loss': 0.9473, 'grad_norm': 247.17173767089844, 'learning_rate': 1.2285714285714286e-06, 'rewards/chosen': 2.5546875, 'rewards/rejected': 1.81640625, 'rewards/accuracies': 0.3125, 'rewards/margins': 0.732421875, 'logps/chosen': -1512.0, 'logps/rejected': -1472.0, 'logits/chosen': -2.609375, 'logits/rejected': -2.640625, 'epoch': 0.16}
{'loss': 1.3784, 'grad_norm': 315.3486633300781, 'learning_rate': 1.2571428571428571e-06, 'rewards/chosen': 3.359375, 'rewards/rejected': 2.70703125, 'rewards/accuracies': 0.234375, 'rewards/margins': 0.65234375, 'logps/chosen': -1996.0, 'logps/rejected': -1928.0, 'logits/chosen': -1.6328125, 'logits/rejected': -1.8046875, 'epoch': 0.17}
{'loss': 0.9636, 'grad_norm': 227.887939453125, 'learning_rate': 1.2857142857142858e-06, 'rewards/chosen': 2.74609375, 'rewards/rejected': 0.2421875, 'rewards/accuracies': 0.234375, 'rewards/margins': 2.5, 'logps/chosen': -1780.0, 'logps/rejected': -1322.0, 'logits/chosen': nan, 'logits/rejected': nan, 'epoch': 0.17}
{'loss': 1.0903, 'grad_norm': 216.18450927734375, 'learning_rate': 1.3142857142857143e-06, 'rewards/chosen': 2.7109375, 'rewards/rejected': 2.515625, 'rewards/accuracies': 0.234375, 'rewards/margins': 0.197021484375, 'logps/chosen': -1396.0, 'logps/rejected': -1244.0, 'logits/chosen': nan, 'logits/rejected': nan, 'epoch': 0.17}
{'loss': 0.7958, 'grad_norm': 184.94810485839844, 'learning_rate': 1.3428571428571428e-06, 'rewards/chosen': 4.5625, 'rewards/rejected': 1.484375, 'rewards/accuracies': 0.296875, 'rewards/margins': 3.0625, 'logps/chosen': -1924.0, 'logps/rejected': -1756.0, 'logits/chosen': -1.59765625, 'logits/rejected': nan, 'epoch': 0.18}
{'loss': 0.8184, 'grad_norm': 235.04751586914062, 'learning_rate': 1.3714285714285715e-06, 'rewards/chosen': 2.7734375, 'rewards/rejected': 1.32421875, 'rewards/accuracies': 0.3125, 'rewards/margins': 1.453125, 'logps/chosen': -1312.0, 'logps/rejected': -1244.0, 'logits/chosen': -2.4375, 'logits/rejected': -3.0625, 'epoch': 0.18}
{'loss': 0.9155, 'grad_norm': 221.1325225830078, 'learning_rate': 1.4e-06, 'rewards/chosen': 3.109375, 'rewards/rejected': 1.22119140625, 'rewards/accuracies': 0.28125, 'rewards/margins': 1.88671875, 'logps/chosen': -1484.0, 'logps/rejected': -1198.0, 'logits/chosen': -1.9140625, 'logits/rejected': nan, 'epoch': 0.18}
{'loss': 0.8586, 'grad_norm': 260.835693359375, 'learning_rate': 1.4285714285714286e-06, 'rewards/chosen': 2.4375, 'rewards/rejected': 0.69140625, 'rewards/accuracies': 0.328125, 'rewards/margins': 1.74609375, 'logps/chosen': -1372.0, 'logps/rejected': -1232.0, 'logits/chosen': nan, 'logits/rejected': nan, 'epoch': 0.19}
{'loss': 0.7622, 'grad_norm': 169.57638549804688, 'learning_rate': 1.4571428571428571e-06, 'rewards/chosen': 1.4609375, 'rewards/rejected': -0.041015625, 'rewards/accuracies': 0.234375, 'rewards/margins': 1.50390625, 'logps/chosen': -1504.0, 'logps/rejected': -1372.0, 'logits/chosen': -1.59765625, 'logits/rejected': -2.28125, 'epoch': 0.19}
{'loss': 0.7246, 'grad_norm': 180.4927978515625, 'learning_rate': 1.4857142857142858e-06, 'rewards/chosen': -0.35546875, 'rewards/rejected': -1.375, 'rewards/accuracies': 0.265625, 'rewards/margins': 1.01953125, 'logps/chosen': -1528.0, 'logps/rejected': -1400.0, 'logits/chosen': nan, 'logits/rejected': -2.19921875, 'epoch': 0.2}
{'loss': 0.7379, 'grad_norm': 238.10470581054688, 'learning_rate': 1.514285714285714e-06, 'rewards/chosen': -1.240234375, 'rewards/rejected': -2.15625, 'rewards/accuracies': 0.265625, 'rewards/margins': 0.9140625, 'logps/chosen': -1700.0, 'logps/rejected': -1584.0, 'logits/chosen': -1.8046875, 'logits/rejected': nan, 'epoch': 0.2}
{'loss': 0.9764, 'grad_norm': 225.2396697998047, 'learning_rate': 1.5428571428571428e-06, 'rewards/chosen': -1.40234375, 'rewards/rejected': -1.91796875, 'rewards/accuracies': 0.296875, 'rewards/margins': 0.5166015625, 'logps/chosen': -1404.0, 'logps/rejected': -1240.0, 'logits/chosen': -2.4296875, 'logits/rejected': nan, 'epoch': 0.2}
{'loss': 0.6467, 'grad_norm': 166.7671356201172, 'learning_rate': 1.5714285714285712e-06, 'rewards/chosen': -0.775390625, 'rewards/rejected': -3.140625, 'rewards/accuracies': 0.34375, 'rewards/margins': 2.3671875, 'logps/chosen': -2072.0, 'logps/rejected': -2080.0, 'logits/chosen': -1.6796875, 'logits/rejected': -2.046875, 'epoch': 0.21}
{'loss': 0.6215, 'grad_norm': 235.7240447998047, 'learning_rate': 1.6e-06, 'rewards/chosen': -0.5810546875, 'rewards/rejected': -1.9453125, 'rewards/accuracies': 0.421875, 'rewards/margins': 1.36328125, 'logps/chosen': -1492.0, 'logps/rejected': -1330.0, 'logits/chosen': -2.53125, 'logits/rejected': -3.0546875, 'epoch': 0.21}
{'loss': 0.8696, 'grad_norm': 372.4202575683594, 'learning_rate': 1.6285714285714284e-06, 'rewards/chosen': 0.9296875, 'rewards/rejected': -0.4423828125, 'rewards/accuracies': 0.203125, 'rewards/margins': 1.37109375, 'logps/chosen': -1496.0, 'logps/rejected': -1324.0, 'logits/chosen': nan, 'logits/rejected': -2.5546875, 'epoch': 0.21}
{'loss': 1.3507, 'grad_norm': 309.0639343261719, 'learning_rate': 1.657142857142857e-06, 'rewards/chosen': 4.515625, 'rewards/rejected': 3.21875, 'rewards/accuracies': 0.28125, 'rewards/margins': 1.28125, 'logps/chosen': -1768.0, 'logps/rejected': -1640.0, 'logits/chosen': nan, 'logits/rejected': nan, 'epoch': 0.22}
{'loss': 0.9508, 'grad_norm': 197.26611328125, 'learning_rate': 1.6857142857142856e-06, 'rewards/chosen': 5.5625, 'rewards/rejected': 3.24609375, 'rewards/accuracies': 0.3125, 'rewards/margins': 2.32421875, 'logps/chosen': -1664.0, 'logps/rejected': -1376.0, 'logits/chosen': -2.20703125, 'logits/rejected': nan, 'epoch': 0.22}
{'loss': 1.5858, 'grad_norm': 497.35302734375, 'learning_rate': 1.714285714285714e-06, 'rewards/chosen': 7.046875, 'rewards/rejected': 5.734375, 'rewards/accuracies': 0.234375, 'rewards/margins': 1.30859375, 'logps/chosen': -1692.0, 'logps/rejected': -1756.0, 'logits/chosen': -2.171875, 'logits/rejected': -2.4375, 'epoch': 0.23}
{'loss': 0.6434, 'grad_norm': 139.29307556152344, 'learning_rate': 1.7428571428571427e-06, 'rewards/chosen': 5.6875, 'rewards/rejected': 3.515625, 'rewards/accuracies': 0.3125, 'rewards/margins': 2.1796875, 'logps/chosen': -1468.0, 'logps/rejected': -1376.0, 'logits/chosen': nan, 'logits/rejected': -2.2578125, 'epoch': 0.23}
{'loss': 0.9983, 'grad_norm': 208.83111572265625, 'learning_rate': 1.7714285714285712e-06, 'rewards/chosen': 5.734375, 'rewards/rejected': 3.8203125, 'rewards/accuracies': 0.265625, 'rewards/margins': 1.91015625, 'logps/chosen': -1796.0, 'logps/rejected': -1720.0, 'logits/chosen': -1.65234375, 'logits/rejected': -2.15625, 'epoch': 0.23}
{'loss': 1.0181, 'grad_norm': 198.95909118652344, 'learning_rate': 1.8e-06, 'rewards/chosen': 3.6796875, 'rewards/rejected': 1.640625, 'rewards/accuracies': 0.234375, 'rewards/margins': 2.0390625, 'logps/chosen': -1658.0, 'logps/rejected': -1540.0, 'logits/chosen': -1.8515625, 'logits/rejected': -2.55078125, 'epoch': 0.24}
{'loss': 0.6613, 'grad_norm': 181.67103576660156, 'learning_rate': 1.8285714285714284e-06, 'rewards/chosen': 3.1015625, 'rewards/rejected': -0.78125, 'rewards/accuracies': 0.40625, 'rewards/margins': 3.890625, 'logps/chosen': -1728.0, 'logps/rejected': -1512.0, 'logits/chosen': -1.8046875, 'logits/rejected': -3.0390625, 'epoch': 0.24}
{'loss': 0.9221, 'grad_norm': 191.0221405029297, 'learning_rate': 1.857142857142857e-06, 'rewards/chosen': 0.693359375, 'rewards/rejected': 0.630859375, 'rewards/accuracies': 0.25, 'rewards/margins': 0.06103515625, 'logps/chosen': -1312.0, 'logps/rejected': -1344.0, 'logits/chosen': -2.9609375, 'logits/rejected': nan, 'epoch': 0.24}
{'loss': 1.0308, 'grad_norm': 185.3931121826172, 'learning_rate': 1.8857142857142856e-06, 'rewards/chosen': 0.529296875, 'rewards/rejected': -0.8994140625, 'rewards/accuracies': 0.328125, 'rewards/margins': 1.42578125, 'logps/chosen': -1612.0, 'logps/rejected': -1632.0, 'logits/chosen': -2.71875, 'logits/rejected': -2.9375, 'epoch': 0.25}
{'loss': 1.6401, 'grad_norm': 1208.22119140625, 'learning_rate': 1.9142857142857145e-06, 'rewards/chosen': -3.34375, 'rewards/rejected': -4.046875, 'rewards/accuracies': 0.28125, 'rewards/margins': 0.69140625, 'logps/chosen': -1736.0, 'logps/rejected': -1356.0, 'logits/chosen': -2.109375, 'logits/rejected': nan, 'epoch': 0.25}
{'loss': 1.2959, 'grad_norm': 806.8876953125, 'learning_rate': 1.942857142857143e-06, 'rewards/chosen': -3.640625, 'rewards/rejected': -5.0234375, 'rewards/accuracies': 0.296875, 'rewards/margins': 1.38671875, 'logps/chosen': -1924.0, 'logps/rejected': -1640.0, 'logits/chosen': -2.3515625, 'logits/rejected': -2.6328125, 'epoch': 0.26}
{'loss': 1.1309, 'grad_norm': 282.5166320800781, 'learning_rate': 1.9714285714285714e-06, 'rewards/chosen': -1.875, 'rewards/rejected': -4.3515625, 'rewards/accuracies': 0.21875, 'rewards/margins': 2.4609375, 'logps/chosen': -2044.0, 'logps/rejected': -2024.0, 'logits/chosen': -1.59375, 'logits/rejected': -2.2578125, 'epoch': 0.26}
{'loss': 1.1296, 'grad_norm': 358.9703063964844, 'learning_rate': 2e-06, 'rewards/chosen': 1.4375, 'rewards/rejected': -1.515625, 'rewards/accuracies': 0.265625, 'rewards/margins': 2.953125, 'logps/chosen': -1804.0, 'logps/rejected': -1492.0, 'logits/chosen': nan, 'logits/rejected': nan, 'epoch': 0.26}
{'loss': 0.5299, 'grad_norm': 120.16355895996094, 'learning_rate': 1.999991550411356e-06, 'rewards/chosen': 4.8828125, 'rewards/rejected': 2.2890625, 'rewards/accuracies': 0.484375, 'rewards/margins': 2.59375, 'logps/chosen': -1320.0, 'logps/rejected': -1110.0, 'logits/chosen': nan, 'logits/rejected': -3.421875, 'epoch': 0.27}
{'loss': 1.0816, 'grad_norm': 188.74830627441406, 'learning_rate': 1.9999662018040808e-06, 'rewards/chosen': 7.359375, 'rewards/rejected': 5.4375, 'rewards/accuracies': 0.34375, 'rewards/margins': 1.9326171875, 'logps/chosen': -1616.0, 'logps/rejected': -1420.0, 'logits/chosen': -1.89453125, 'logits/rejected': -2.3828125, 'epoch': 0.27}
{'loss': 0.873, 'grad_norm': 184.04672241210938, 'learning_rate': 1.999923954654142e-06, 'rewards/chosen': 10.21875, 'rewards/rejected': 7.640625, 'rewards/accuracies': 0.3125, 'rewards/margins': 2.5703125, 'logps/chosen': -1960.0, 'logps/rejected': -1872.0, 'logits/chosen': -1.14453125, 'logits/rejected': -1.62109375, 'epoch': 0.27}
