  0%|          | 0/4545 [00:00<?, ?it/s]/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                    
{'loss': 0.747, 'grad_norm': 66.72050476074219, 'learning_rate': 5.9445178335535e-09, 'rewards/chosen': -0.058611296117305756, 'rewards/rejected': -0.01488494873046875, 'rewards/accuracies': 0.2874999940395355, 'rewards/margins': -0.04392700269818306, 'logps/chosen': -448.6000061035156, 'logps/rejected': -256.5249938964844, 'logits/chosen': -6.065625190734863, 'logits/rejected': -6.168749809265137, 'epoch': 0.01}
{'loss': 0.7047, 'grad_norm': 50.849639892578125, 'learning_rate': 7.85997357992074e-08, 'rewards/chosen': 0.07825317233800888, 'rewards/rejected': 0.02977294847369194, 'rewards/accuracies': 0.375, 'rewards/margins': 0.04832763597369194, 'logps/chosen': -429.75, 'logps/rejected': -149.35000610351562, 'logits/chosen': -6.118750095367432, 'logits/rejected': -6.650000095367432, 'epoch': 0.08}
{'loss': 0.6601, 'grad_norm': 48.96699523925781, 'learning_rate': 8.520475561426684e-08, 'rewards/chosen': 0.2895263731479645, 'rewards/rejected': 0.01021728478372097, 'rewards/accuracies': 0.5, 'rewards/margins': 0.2794555723667145, 'logps/chosen': -397.54998779296875, 'logps/rejected': -263.79998779296875, 'logits/chosen': -6.162499904632568, 'logits/rejected': -6.371874809265137, 'epoch': 0.09}
{'loss': 0.67, 'grad_norm': 52.00218963623047, 'learning_rate': 9.180977542932629e-08, 'rewards/chosen': 0.30503541231155396, 'rewards/rejected': 0.065704345703125, 'rewards/accuracies': 0.4937500059604645, 'rewards/margins': 0.23930053412914276, 'logps/chosen': -324.29998779296875, 'logps/rejected': -180.5749969482422, 'logits/chosen': -6.415625095367432, 'logits/rejected': -6.78125, 'epoch': 0.09}
{'loss': 0.6547, 'grad_norm': 34.319828033447266, 'learning_rate': 9.841479524438573e-08, 'rewards/chosen': 0.31779783964157104, 'rewards/rejected': 0.0266571044921875, 'rewards/accuracies': 0.612500011920929, 'rewards/margins': 0.29136961698532104, 'logps/chosen': -281.75, 'logps/rejected': -116.7750015258789, 'logits/chosen': -6.334374904632568, 'logits/rejected': -6.681250095367432, 'epoch': 0.1}
{'loss': 0.7095, 'grad_norm': 141.9628143310547, 'learning_rate': 1.0501981505944517e-07, 'rewards/chosen': 0.25923460721969604, 'rewards/rejected': 0.09824371337890625, 'rewards/accuracies': 0.48750001192092896, 'rewards/margins': 0.16059570014476776, 'logps/chosen': -294.20001220703125, 'logps/rejected': -159.14999389648438, 'logits/chosen': -6.1875, 'logits/rejected': -6.612500190734863, 'epoch': 0.11}
{'loss': 0.6288, 'grad_norm': 49.20329284667969, 'learning_rate': 1.1162483487450462e-07, 'rewards/chosen': 0.621508777141571, 'rewards/rejected': 0.11251220852136612, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.508221447467804, 'logps/chosen': -461.8500061035156, 'logps/rejected': -206.125, 'logits/chosen': -6.034375190734863, 'logits/rejected': -6.681250095367432, 'epoch': 0.11}
{'loss': 0.6612, 'grad_norm': 45.939186096191406, 'learning_rate': 1.1822985468956406e-07, 'rewards/chosen': 0.35230714082717896, 'rewards/rejected': 0.03582763671875, 'rewards/accuracies': 0.5562499761581421, 'rewards/margins': 0.3160156309604645, 'logps/chosen': -282.70001220703125, 'logps/rejected': -181.77499389648438, 'logits/chosen': -6.315625190734863, 'logits/rejected': -6.568749904632568, 'epoch': 0.12}
{'loss': 0.6697, 'grad_norm': 50.29981994628906, 'learning_rate': 1.248348745046235e-07, 'rewards/chosen': 0.39592283964157104, 'rewards/rejected': 0.14892883598804474, 'rewards/accuracies': 0.550000011920929, 'rewards/margins': 0.2469482421875, 'logps/chosen': -300.20001220703125, 'logps/rejected': -155.10000610351562, 'logits/chosen': -6.290625095367432, 'logits/rejected': -6.706250190734863, 'epoch': 0.13}
{'loss': 0.6871, 'grad_norm': 506.91986083984375, 'learning_rate': 1.3143989431968294e-07, 'rewards/chosen': 0.6264892816543579, 'rewards/rejected': 0.24086913466453552, 'rewards/accuracies': 0.6000000238418579, 'rewards/margins': 0.3849243223667145, 'logps/chosen': -353.3999938964844, 'logps/rejected': -240.3249969482422, 'logits/chosen': -6.15625, 'logits/rejected': -6.565625190734863, 'epoch': 0.13}
{'loss': 0.6543, 'grad_norm': 47.72700881958008, 'learning_rate': 1.380449141347424e-07, 'rewards/chosen': 0.45427244901657104, 'rewards/rejected': 0.06352539360523224, 'rewards/accuracies': 0.5562499761581421, 'rewards/margins': 0.3913940489292145, 'logps/chosen': -293.79998779296875, 'logps/rejected': -194.60000610351562, 'logits/chosen': -6.234375, 'logits/rejected': -6.512499809265137, 'epoch': 0.14}
{'loss': 0.648, 'grad_norm': 43.4775505065918, 'learning_rate': 1.4464993394980185e-07, 'rewards/chosen': 0.717333972454071, 'rewards/rejected': 0.15644530951976776, 'rewards/accuracies': 0.606249988079071, 'rewards/margins': 0.5607452392578125, 'logps/chosen': -323.04998779296875, 'logps/rejected': -181.5500030517578, 'logits/chosen': -6.25, 'logits/rejected': -6.565625190734863, 'epoch': 0.15}
{'loss': 0.6561, 'grad_norm': 32.900028228759766, 'learning_rate': 1.5125495376486128e-07, 'rewards/chosen': 0.9856933355331421, 'rewards/rejected': 0.22036132216453552, 'rewards/accuracies': 0.59375, 'rewards/margins': 0.7647811770439148, 'logps/chosen': -483.3999938964844, 'logps/rejected': -243.02499389648438, 'logits/chosen': -6.028124809265137, 'logits/rejected': -6.28125, 'epoch': 0.15}
{'loss': 0.5991, 'grad_norm': 42.19855499267578, 'learning_rate': 1.5785997357992073e-07, 'rewards/chosen': 0.6214355230331421, 'rewards/rejected': 0.064849853515625, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.5565735101699829, 'logps/chosen': -295.3500061035156, 'logps/rejected': -136.9499969482422, 'logits/chosen': -6.268750190734863, 'logits/rejected': -6.550000190734863, 'epoch': 0.16}
{'loss': 0.6246, 'grad_norm': 35.985809326171875, 'learning_rate': 1.6446499339498018e-07, 'rewards/chosen': 0.98779296875, 'rewards/rejected': 0.15399780869483948, 'rewards/accuracies': 0.706250011920929, 'rewards/margins': 0.832763671875, 'logps/chosen': -391.3999938964844, 'logps/rejected': -171.85000610351562, 'logits/chosen': -6.090624809265137, 'logits/rejected': -6.284375190734863, 'epoch': 0.17}
{'loss': 0.6184, 'grad_norm': 45.3682746887207, 'learning_rate': 1.710700132100396e-07, 'rewards/chosen': 0.489990234375, 'rewards/rejected': 0.07760467380285263, 'rewards/accuracies': 0.7124999761581421, 'rewards/margins': 0.412353515625, 'logps/chosen': -210.10000610351562, 'logps/rejected': -104.69999694824219, 'logits/chosen': -6.4375, 'logits/rejected': -6.693749904632568, 'epoch': 0.17}
{'loss': 0.5853, 'grad_norm': 44.60466003417969, 'learning_rate': 1.7767503302509906e-07, 'rewards/chosen': 1.2204101085662842, 'rewards/rejected': 0.27446287870407104, 'rewards/accuracies': 0.75, 'rewards/margins': 0.947314441204071, 'logps/chosen': -458.1499938964844, 'logps/rejected': -258.5249938964844, 'logits/chosen': -6.165625095367432, 'logits/rejected': -6.328125, 'epoch': 0.18}
{'loss': 0.5744, 'grad_norm': 59.81767272949219, 'learning_rate': 1.8428005284015852e-07, 'rewards/chosen': 1.1569335460662842, 'rewards/rejected': 0.24611206352710724, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9092346429824829, 'logps/chosen': -387.54998779296875, 'logps/rejected': -170.35000610351562, 'logits/chosen': -6.309374809265137, 'logits/rejected': -6.581250190734863, 'epoch': 0.18}
{'loss': 0.5554, 'grad_norm': 103.40806579589844, 'learning_rate': 1.9088507265521794e-07, 'rewards/chosen': 1.205468773841858, 'rewards/rejected': 0.3540283143520355, 'rewards/accuracies': 0.7562500238418579, 'rewards/margins': 0.851367175579071, 'logps/chosen': -373.8999938964844, 'logps/rejected': -225.8249969482422, 'logits/chosen': -6.065625190734863, 'logits/rejected': -6.449999809265137, 'epoch': 0.19}
{'loss': 0.6103, 'grad_norm': 56.76252365112305, 'learning_rate': 1.974900924702774e-07, 'rewards/chosen': 0.8973633050918579, 'rewards/rejected': 0.24624022841453552, 'rewards/accuracies': 0.731249988079071, 'rewards/margins': 0.6505126953125, 'logps/chosen': -279.8999938964844, 'logps/rejected': -148.3000030517578, 'logits/chosen': -6.212500095367432, 'logits/rejected': -6.434374809265137, 'epoch': 0.2}
{'loss': 0.5775, 'grad_norm': 44.432952880859375, 'learning_rate': 2.0409511228533685e-07, 'rewards/chosen': 1.8660156726837158, 'rewards/rejected': 0.4927001893520355, 'rewards/accuracies': 0.768750011920929, 'rewards/margins': 1.374609351158142, 'logps/chosen': -473.75, 'logps/rejected': -261.04998779296875, 'logits/chosen': -6.068749904632568, 'logits/rejected': -6.159375190734863, 'epoch': 0.2}
{'loss': 0.5556, 'grad_norm': 54.771846771240234, 'learning_rate': 2.107001321003963e-07, 'rewards/chosen': 1.017968773841858, 'rewards/rejected': 0.20635986328125, 'rewards/accuracies': 0.800000011920929, 'rewards/margins': 0.8125, 'logps/chosen': -285.6499938964844, 'logps/rejected': -168.02499389648438, 'logits/chosen': -6.346875190734863, 'logits/rejected': -6.671875, 'epoch': 0.21}
{'loss': 0.6108, 'grad_norm': 39.36732482910156, 'learning_rate': 2.1730515191545573e-07, 'rewards/chosen': 0.8541015386581421, 'rewards/rejected': 0.20765380561351776, 'rewards/accuracies': 0.706250011920929, 'rewards/margins': 0.644824206829071, 'logps/chosen': -222.89999389648438, 'logps/rejected': -146.35000610351562, 'logits/chosen': -6.390625, 'logits/rejected': -6.371874809265137, 'epoch': 0.22}
{'loss': 0.569, 'grad_norm': 48.58868408203125, 'learning_rate': 2.2391017173051518e-07, 'rewards/chosen': 0.784960925579071, 'rewards/rejected': 0.21668091416358948, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.5679687261581421, 'logps/chosen': -175.0, 'logps/rejected': -113.3499984741211, 'logits/chosen': -6.453125, 'logits/rejected': -6.734375, 'epoch': 0.22}
{'loss': 0.5449, 'grad_norm': 36.76318359375, 'learning_rate': 2.3051519154557464e-07, 'rewards/chosen': 1.558203101158142, 'rewards/rejected': 0.3197570741176605, 'rewards/accuracies': 0.762499988079071, 'rewards/margins': 1.237890601158142, 'logps/chosen': -392.8999938964844, 'logps/rejected': -193.0, 'logits/chosen': -6.150000095367432, 'logits/rejected': -6.268750190734863, 'epoch': 0.23}
{'loss': 0.5124, 'grad_norm': 69.37612915039062, 'learning_rate': 2.3712021136063406e-07, 'rewards/chosen': 1.438085913658142, 'rewards/rejected': 0.23795166611671448, 'rewards/accuracies': 0.78125, 'rewards/margins': 1.200585961341858, 'logps/chosen': -324.1000061035156, 'logps/rejected': -171.375, 'logits/chosen': -6.290625095367432, 'logits/rejected': -6.493750095367432, 'epoch': 0.24}
{'loss': 0.5041, 'grad_norm': 47.21735763549805, 'learning_rate': 2.437252311756935e-07, 'rewards/chosen': 2.205859422683716, 'rewards/rejected': 0.4228149354457855, 'rewards/accuracies': 0.84375, 'rewards/margins': 1.7841796875, 'logps/chosen': -482.6499938964844, 'logps/rejected': -242.1999969482422, 'logits/chosen': -6.231249809265137, 'logits/rejected': -6.515625, 'epoch': 0.24}
{'loss': 0.5466, 'grad_norm': 28.728647232055664, 'learning_rate': 2.5033025099075294e-07, 'rewards/chosen': 0.9013671875, 'rewards/rejected': 0.180999755859375, 'rewards/accuracies': 0.762499988079071, 'rewards/margins': 0.7220703363418579, 'logps/chosen': -205.47500610351562, 'logps/rejected': -136.0, 'logits/chosen': -6.40625, 'logits/rejected': -6.556250095367432, 'epoch': 0.25}
{'loss': 0.5069, 'grad_norm': 30.493452072143555, 'learning_rate': 2.569352708058124e-07, 'rewards/chosen': 1.793359398841858, 'rewards/rejected': 0.31383055448532104, 'rewards/accuracies': 0.7562500238418579, 'rewards/margins': 1.479248046875, 'logps/chosen': -369.04998779296875, 'logps/rejected': -190.3249969482422, 'logits/chosen': -6.287499904632568, 'logits/rejected': -6.515625, 'epoch': 0.26}
{'loss': 0.4742, 'grad_norm': 39.784149169921875, 'learning_rate': 2.6354029062087185e-07, 'rewards/chosen': 1.5564453601837158, 'rewards/rejected': 0.06585083156824112, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.4914062023162842, 'logps/chosen': -296.25, 'logps/rejected': -166.3000030517578, 'logits/chosen': -6.371874809265137, 'logits/rejected': -6.65625, 'epoch': 0.26}
{'loss': 0.5058, 'grad_norm': 24.40729522705078, 'learning_rate': 2.7014531043593133e-07, 'rewards/chosen': 0.9750000238418579, 'rewards/rejected': -0.03094482421875, 'rewards/accuracies': 0.7749999761581421, 'rewards/margins': 1.0066406726837158, 'logps/chosen': -195.35000610351562, 'logps/rejected': -128.5749969482422, 'logits/chosen': -6.390625, 'logits/rejected': -6.5625, 'epoch': 0.27}
{'loss': 0.5063, 'grad_norm': 51.35235595703125, 'learning_rate': 2.7675033025099076e-07, 'rewards/chosen': 1.342187523841858, 'rewards/rejected': 0.03781585767865181, 'rewards/accuracies': 0.75, 'rewards/margins': 1.3029296398162842, 'logps/chosen': -264.45001220703125, 'logps/rejected': -144.4250030517578, 'logits/chosen': -6.340624809265137, 'logits/rejected': -6.556250095367432, 'epoch': 0.28}
{'loss': 0.5051, 'grad_norm': 70.92908477783203, 'learning_rate': 2.833553500660502e-07, 'rewards/chosen': 1.303125023841858, 'rewards/rejected': 0.02089843712747097, 'rewards/accuracies': 0.7437499761581421, 'rewards/margins': 1.28125, 'logps/chosen': -278.17498779296875, 'logps/rejected': -120.30000305175781, 'logits/chosen': -6.278124809265137, 'logits/rejected': -6.543749809265137, 'epoch': 0.28}
{'loss': 0.535, 'grad_norm': 58.365562438964844, 'learning_rate': 2.899603698811096e-07, 'rewards/chosen': 1.0830566883087158, 'rewards/rejected': 0.19527587294578552, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.88873291015625, 'logps/chosen': -209.52499389648438, 'logps/rejected': -163.25, 'logits/chosen': -6.428124904632568, 'logits/rejected': -6.543749809265137, 'epoch': 0.29}
{'loss': 0.4102, 'grad_norm': 19.168384552001953, 'learning_rate': 2.965653896961691e-07, 'rewards/chosen': 1.906835913658142, 'rewards/rejected': -0.02979736402630806, 'rewards/accuracies': 0.831250011920929, 'rewards/margins': 1.9367187023162842, 'logps/chosen': -355.0249938964844, 'logps/rejected': -181.4250030517578, 'logits/chosen': -6.378125190734863, 'logits/rejected': -6.5625, 'epoch': 0.3}
{'loss': 0.4849, 'grad_norm': 71.2275619506836, 'learning_rate': 3.031704095112285e-07, 'rewards/chosen': 2.6187500953674316, 'rewards/rejected': 0.3654541075229645, 'rewards/accuracies': 0.78125, 'rewards/margins': 2.250195264816284, 'logps/chosen': -528.0999755859375, 'logps/rejected': -278.54998779296875, 'logits/chosen': -6.234375, 'logits/rejected': -6.387499809265137, 'epoch': 0.3}
{'loss': 0.4255, 'grad_norm': 37.64488983154297, 'learning_rate': 3.09775429326288e-07, 'rewards/chosen': 1.0666015148162842, 'rewards/rejected': -0.30155640840530396, 'rewards/accuracies': 0.8374999761581421, 'rewards/margins': 1.3654296398162842, 'logps/chosen': -203.5500030517578, 'logps/rejected': -101.5250015258789, 'logits/chosen': -6.5, 'logits/rejected': -6.443749904632568, 'epoch': 0.31}
{'loss': 0.4222, 'grad_norm': 22.186452865600586, 'learning_rate': 3.163804491413474e-07, 'rewards/chosen': 1.3738281726837158, 'rewards/rejected': -0.24370117485523224, 'rewards/accuracies': 0.793749988079071, 'rewards/margins': 1.616796851158142, 'logps/chosen': -268.54998779296875, 'logps/rejected': -162.85000610351562, 'logits/chosen': -6.478125095367432, 'logits/rejected': -6.662499904632568, 'epoch': 0.32}
{'loss': 0.4644, 'grad_norm': 53.26318359375, 'learning_rate': 3.229854689564069e-07, 'rewards/chosen': 1.3230469226837158, 'rewards/rejected': -0.2099609375, 'rewards/accuracies': 0.793749988079071, 'rewards/margins': 1.5320312976837158, 'logps/chosen': -256.1000061035156, 'logps/rejected': -113.57499694824219, 'logits/chosen': -6.599999904632568, 'logits/rejected': -6.646874904632568, 'epoch': 0.32}
{'loss': 0.4324, 'grad_norm': 67.94123840332031, 'learning_rate': 3.295904887714663e-07, 'rewards/chosen': 1.203125, 'rewards/rejected': -0.36808472871780396, 'rewards/accuracies': 0.8374999761581421, 'rewards/margins': 1.571874976158142, 'logps/chosen': -226.75, 'logps/rejected': -106.1500015258789, 'logits/chosen': -6.628125190734863, 'logits/rejected': -6.790625095367432, 'epoch': 0.33}
  warnings.warn(                               
{'eval_loss': 0.42969033122062683, 'eval_runtime': 80.7843, 'eval_samples_per_second': 11.797, 'eval_steps_per_second': 0.743, 'eval_rewards/chosen': 1.8185546398162842, 'eval_rewards/rejected': 0.10978342592716217, 'eval_rewards/accuracies': 0.805555522441864, 'eval_rewards/margins': 1.7084187269210815, 'eval_logps/chosen': -368.48333740234375, 'eval_logps/rejected': -151.37083435058594, 'eval_logits/chosen': -6.328385353088379, 'eval_logits/rejected': -7.105729103088379, 'epoch': 0.33}
                                                     
{'loss': 0.3933, 'grad_norm': 27.713804244995117, 'learning_rate': 3.3619550858652576e-07, 'rewards/chosen': 2.068359375, 'rewards/rejected': -0.0064453124068677425, 'rewards/accuracies': 0.824999988079071, 'rewards/margins': 2.075390577316284, 'logps/chosen': -380.67498779296875, 'logps/rejected': -220.5, 'logits/chosen': -6.456250190734863, 'logits/rejected': -6.728125095367432, 'epoch': 0.34}
{'loss': 0.4086, 'grad_norm': 51.5799446105957, 'learning_rate': 3.428005284015852e-07, 'rewards/chosen': 1.640625, 'rewards/rejected': -0.32017213106155396, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.964453101158142, 'logps/chosen': -291.0, 'logps/rejected': -136.77499389648438, 'logits/chosen': -6.621874809265137, 'logits/rejected': -6.709374904632568, 'epoch': 0.34}
{'loss': 0.3611, 'grad_norm': 53.57295227050781, 'learning_rate': 3.4940554821664466e-07, 'rewards/chosen': 1.410546898841858, 'rewards/rejected': -0.47832030057907104, 'rewards/accuracies': 0.84375, 'rewards/margins': 1.8894531726837158, 'logps/chosen': -257.54998779296875, 'logps/rejected': -131.3000030517578, 'logits/chosen': -6.631249904632568, 'logits/rejected': -6.790625095367432, 'epoch': 0.35}
{'loss': 0.4098, 'grad_norm': 28.372207641601562, 'learning_rate': 3.560105680317041e-07, 'rewards/chosen': 1.332617163658142, 'rewards/rejected': -0.2275390625, 'rewards/accuracies': 0.831250011920929, 'rewards/margins': 1.560156226158142, 'logps/chosen': -218.1999969482422, 'logps/rejected': -143.22500610351562, 'logits/chosen': -6.696875095367432, 'logits/rejected': -6.628125190734863, 'epoch': 0.36}
{'loss': 0.4062, 'grad_norm': 81.43440246582031, 'learning_rate': 3.6261558784676357e-07, 'rewards/chosen': 1.7712891101837158, 'rewards/rejected': -0.3173828125, 'rewards/accuracies': 0.8062499761581421, 'rewards/margins': 2.091015577316284, 'logps/chosen': -327.8999938964844, 'logps/rejected': -186.4499969482422, 'logits/chosen': -6.5, 'logits/rejected': -6.599999904632568, 'epoch': 0.36}
{'loss': 0.412, 'grad_norm': 43.0576286315918, 'learning_rate': 3.6922060766182294e-07, 'rewards/chosen': 1.8699219226837158, 'rewards/rejected': -0.24079589545726776, 'rewards/accuracies': 0.800000011920929, 'rewards/margins': 2.112109422683716, 'logps/chosen': -328.25, 'logps/rejected': -206.4499969482422, 'logits/chosen': -6.621874809265137, 'logits/rejected': -6.65625, 'epoch': 0.37}
{'loss': 0.3808, 'grad_norm': 27.83976936340332, 'learning_rate': 3.758256274768824e-07, 'rewards/chosen': 1.609375, 'rewards/rejected': -0.2579589784145355, 'rewards/accuracies': 0.793749988079071, 'rewards/margins': 1.866796851158142, 'logps/chosen': -259.95001220703125, 'logps/rejected': -178.5749969482422, 'logits/chosen': -6.868750095367432, 'logits/rejected': -6.887499809265137, 'epoch': 0.38}
{'loss': 0.3629, 'grad_norm': 28.189855575561523, 'learning_rate': 3.8243064729194185e-07, 'rewards/chosen': 1.7947266101837158, 'rewards/rejected': -0.3440918028354645, 'rewards/accuracies': 0.84375, 'rewards/margins': 2.139843702316284, 'logps/chosen': -304.04998779296875, 'logps/rejected': -183.89999389648438, 'logits/chosen': -6.75, 'logits/rejected': -6.793749809265137, 'epoch': 0.38}
{'loss': 0.3825, 'grad_norm': 31.477352142333984, 'learning_rate': 3.8903566710700133e-07, 'rewards/chosen': 1.8274414539337158, 'rewards/rejected': -0.39667969942092896, 'rewards/accuracies': 0.8125, 'rewards/margins': 2.223828077316284, 'logps/chosen': -316.04998779296875, 'logps/rejected': -201.6999969482422, 'logits/chosen': -6.721875190734863, 'logits/rejected': -6.856249809265137, 'epoch': 0.39}
{'loss': 0.3355, 'grad_norm': 41.82727813720703, 'learning_rate': 3.9564068692206076e-07, 'rewards/chosen': 1.8660156726837158, 'rewards/rejected': -0.40673828125, 'rewards/accuracies': 0.856249988079071, 'rewards/margins': 2.272656202316284, 'logps/chosen': -297.1499938964844, 'logps/rejected': -191.47500610351562, 'logits/chosen': -6.887499809265137, 'logits/rejected': -6.868750095367432, 'epoch': 0.4}
{'loss': 0.3441, 'grad_norm': 40.54502868652344, 'learning_rate': 4.0224570673712024e-07, 'rewards/chosen': 2.639843702316284, 'rewards/rejected': -0.431915283203125, 'rewards/accuracies': 0.8500000238418579, 'rewards/margins': 3.0687499046325684, 'logps/chosen': -370.1499938964844, 'logps/rejected': -189.14999389648438, 'logits/chosen': -6.634375095367432, 'logits/rejected': -6.724999904632568, 'epoch': 0.4}
{'loss': 0.3548, 'grad_norm': 25.518339157104492, 'learning_rate': 4.088507265521796e-07, 'rewards/chosen': 1.5402343273162842, 'rewards/rejected': -0.856640636920929, 'rewards/accuracies': 0.84375, 'rewards/margins': 2.3968749046325684, 'logps/chosen': -218.9499969482422, 'logps/rejected': -119.0999984741211, 'logits/chosen': -6.974999904632568, 'logits/rejected': -6.784375190734863, 'epoch': 0.41}
{'loss': 0.2506, 'grad_norm': 24.298994064331055, 'learning_rate': 4.154557463672391e-07, 'rewards/chosen': 2.0171875953674316, 'rewards/rejected': -0.698046863079071, 'rewards/accuracies': 0.9312499761581421, 'rewards/margins': 2.71875, 'logps/chosen': -274.0, 'logps/rejected': -155.8249969482422, 'logits/chosen': -6.762499809265137, 'logits/rejected': -6.793749809265137, 'epoch': 0.42}
{'loss': 0.281, 'grad_norm': 16.172765731811523, 'learning_rate': 4.220607661822985e-07, 'rewards/chosen': 1.4363281726837158, 'rewards/rejected': -0.960034191608429, 'rewards/accuracies': 0.9125000238418579, 'rewards/margins': 2.3960938453674316, 'logps/chosen': -194.14999389648438, 'logps/rejected': -139.60000610351562, 'logits/chosen': -6.965624809265137, 'logits/rejected': -6.946875095367432, 'epoch': 0.42}
