  0%|          | 0/1605 [00:00<?, ?it/s]`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                   
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 0.0, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -4416.0, 'logps/rejected': -3968.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.0}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 7.706679121905651e-10, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5808.0, 'logps/rejected': -5872.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.02}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 8.407286314806165e-10, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6256.0, 'logps/rejected': -6032.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.02}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 9.107893507706679e-10, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5904.0, 'logps/rejected': -5904.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.03}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 9.808500700607193e-10, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5648.0, 'logps/rejected': -5840.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.03}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 1.0509107893507706e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -4464.0, 'logps/rejected': -3208.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.03}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 1.120971508640822e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5024.0, 'logps/rejected': -5024.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.03}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 1.1910322279308732e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -7072.0, 'logps/rejected': -5856.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.03}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 1.2610929472209248e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5232.0, 'logps/rejected': -5024.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.04}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 1.3311536665109763e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -4800.0, 'logps/rejected': -4960.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.04}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 1.4012143858010274e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6832.0, 'logps/rejected': -5952.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.04}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 1.471275105091079e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6464.0, 'logps/rejected': -6368.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.04}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 1.5413358243811302e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6608.0, 'logps/rejected': -6160.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.04}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 1.6113965436711816e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5280.0, 'logps/rejected': -3824.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.04}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 1.681457262961233e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -4472.0, 'logps/rejected': -3800.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.05}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 1.7515179822512844e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5024.0, 'logps/rejected': -4480.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.05}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 1.8215787015413357e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5504.0, 'logps/rejected': -5168.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.05}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 1.891639420831387e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5536.0, 'logps/rejected': -4320.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.05}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 1.9617001401214386e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5920.0, 'logps/rejected': -4968.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.05}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 2.03176085941149e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5856.0, 'logps/rejected': -5232.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.06}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 2.101821578701541e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5280.0, 'logps/rejected': -4768.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.06}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 2.1718822979915927e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5168.0, 'logps/rejected': -4608.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.06}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 2.241943017281644e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -7056.0, 'logps/rejected': -5840.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.06}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 2.3120037365716953e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -7856.0, 'logps/rejected': -6608.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.06}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 2.3820644558617465e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6448.0, 'logps/rejected': -4736.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.07}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 2.4521251751517984e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -4848.0, 'logps/rejected': -5056.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.07}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 2.5221858944418495e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -4112.0, 'logps/rejected': -3576.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.07}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 2.5922466137319006e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6832.0, 'logps/rejected': -4768.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.07}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 2.6623073330219526e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6320.0, 'logps/rejected': -6080.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.07}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 2.7323680523120037e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5120.0, 'logps/rejected': -4528.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.07}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 2.8024287716020548e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5376.0, 'logps/rejected': -4568.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.08}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 2.8724894908921063e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5200.0, 'logps/rejected': -4544.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.08}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 2.942550210182158e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5840.0, 'logps/rejected': -4992.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.08}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.012610929472209e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5392.0, 'logps/rejected': -5008.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.08}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.0826716487622605e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5376.0, 'logps/rejected': -5128.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.08}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.152732368052312e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -4384.0, 'logps/rejected': -3868.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.09}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.222793087342363e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -8112.0, 'logps/rejected': -6528.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.09}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.2928538066324146e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5712.0, 'logps/rejected': -5488.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.09}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.362914525922466e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6256.0, 'logps/rejected': -5424.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.09}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.4329752452125173e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5088.0, 'logps/rejected': -4992.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.09}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.5030359645025688e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6368.0, 'logps/rejected': -4672.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.1}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.5730966837926203e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5632.0, 'logps/rejected': -5136.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.1}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.6431574030826714e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -4728.0, 'logps/rejected': -4544.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.1}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.713218122372723e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6448.0, 'logps/rejected': -5872.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.1}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.783278841662774e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -4736.0, 'logps/rejected': -4136.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.1}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.8533395609528256e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5264.0, 'logps/rejected': -5504.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.1}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.923400280242877e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5696.0, 'logps/rejected': -5104.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.11}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 3.993460999532928e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6832.0, 'logps/rejected': -5312.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.11}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 4.06352171882298e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -7104.0, 'logps/rejected': -6576.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.11}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 4.133582438113031e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6336.0, 'logps/rejected': -4560.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.11}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 4.203643157403082e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5552.0, 'logps/rejected': -4992.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.11}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 4.273703876693134e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5968.0, 'logps/rejected': -5856.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.12}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 4.3437645959831854e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6352.0, 'logps/rejected': -5872.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.12}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 4.413825315273236e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6192.0, 'logps/rejected': -5936.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.12}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 4.483886034563288e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -4432.0, 'logps/rejected': -4320.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.12}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 4.553946753853339e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -7888.0, 'logps/rejected': -6880.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.12}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 4.624007473143391e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -7456.0, 'logps/rejected': -5896.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.13}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 4.694068192433442e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -4432.0, 'logps/rejected': -3912.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.13}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 4.764128911723493e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -4256.0, 'logps/rejected': -4416.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.13}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 4.834189631013545e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5360.0, 'logps/rejected': -4448.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.13}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 4.904250350303597e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5536.0, 'logps/rejected': -5376.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.13}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 4.9743110695936475e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5904.0, 'logps/rejected': -5248.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.13}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 5.044371788883699e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5440.0, 'logps/rejected': -5536.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.14}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 5.1144325081737505e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -4784.0, 'logps/rejected': -4576.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.14}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 5.184493227463801e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -6240.0, 'logps/rejected': -5536.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.14}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 5.254553946753854e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -5576.0, 'logps/rejected': -5368.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.14}
{'loss': 0.6914, 'grad_norm': 0.0, 'learning_rate': 5.324614666043905e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -4184.0, 'logps/rejected': -4232.0, 'logits/chosen': 0.0, 'logits/rejected': 0.0, 'epoch': 0.14}
